id,test_index,dialogue,english_summary,final_summary,reference_english_summary,reference_chinese_summary,pipeline,summarization_model,translation_model,num_model_calls
gold_00037,598,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D","The group discusses a cat invading the pitch at an Everton game, finding it amusing and sharing videos and commentary. Bradley jokes that it's the best entertainment Everton fans have had all season.",这个小组讨论了一只猫在埃弗顿比赛期间入侵球场的事件，他们觉得很有趣，并分享了视频和评论。布拉德利开玩笑说，这是埃弗顿球迷本赛季享受的最佳娱乐。,A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00038,605,"Barbara: I'm home already, you can come over
Sean: May I bring the dog?
Zac: I'm on my way
Barbara: sure you can, Sean
Barbara: do you want to stay overnight?
Sean: great!
Sean: I thought about it
Barbara: nice!","Barbara invites Sean and Zac over; Sean asks if he can bring his dog and stay overnight, to which Barbara agrees.",芭芭拉邀请肖恩和扎克来家里；肖恩问能不能带他的狗一起过夜，芭芭拉同意了。,"Barbara, Sean and Zac are meeting at Barbara's place tonight. Sean will bring the dog. Sean and Zac will stay overnight.",芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00039,616,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P",Jake pulled a TOTW (Team of the Week) card for the first time this year and plans to sell it as it doesn't fit his team. Tom congratulates him but laments his own bad luck with pulls.,杰克今年第一次抽到了一张“本周最佳阵容”（TOTW）卡，并计划出售它，因为它不适合他的球队。汤姆祝贺了他，但抱怨自己抽卡运气不佳。,Jake has got his first TOTW this year. Tom doesn't have a great team. ,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00040,621,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","Phil thanks Deana for a card and sunglasses, which neither Cathreen nor Deana recognize as theirs. They agree to keep the sunglasses, speculating they might belong to Adrian.",菲尔（Fēi ěr）感谢迪安娜（Dī ān nà）送的卡片和太阳镜，但凯特琳（Kǎi tè lín）和迪安娜都不认识这副太阳镜是谁的。他们同意保留太阳镜，猜测它可能属于埃德里安（Ài dé lín）。,"Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00041,635,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","Mell and Gloria plan a barbecue at Mell's house on Saturday. They discuss the peacefulness of their lives now that their children have moved out, and Mell expresses relief that Tad's sister has moved away.",梅尔和格洛丽亚计划在周六于梅尔的家里举行一场烧烤派对。他们讨论了孩子们搬出去后他们现在平静的生活，梅尔表达了他对塔德妹妹已经搬走的如释重负之情。,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00042,649,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","Callan's Samsung S8 is malfunctioning due to overheating, causing a black screen. Callan plans to take it to the store for warranty repair and assures Wade that their data is backed up.",卡兰的三星S8由于过热而出现故障，导致屏幕变黑。卡兰打算将其送到商店进行保修维修，并向韦德保证他们的数据已备份。,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",卡伦的三星s8过热了，所以他要去店里修理。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00043,676,"Anna: Mum, I have a awful stomachache.
Joanna: Oh, dear, when did you get it?
Anna: At night, and it won’t stop:-(
Joanna: Is it something you ate?
Anna: Maybe. I'm not sure.
Joanna: What did you have for breakfast?
Anna: The usual, cereal with milk and a banana.
Joanna: Maybe the milk was bad.
Anna: It didn't smell bad.
Joanna: Maybe the banana was bad.
Anna: No, the banana was delicious.
Joanna: Maybe you just need to go to the bathroom.
Anna: No, that's not the problem.
Joanna: Maybe it will go away in a little while.
Anna: I wish it would :-(
Anna: Hopefully. If not, maybe we should go and see a doctor.
Joanna: Yeah, I think so...
Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help. 
Joanna: Please do, I’m in my room...
Anna: Will be in ten minutes:-)","Anna complains to her mother about a persistent stomachache that began at night. They discuss possible causes, including spoiled food, but no clear reason is found. Anna suggests seeing a doctor if the pain doesn't subside, and her mother agrees.",安娜向母亲抱怨夜间开始的持续胃痛。她们讨论了可能的原因，包括变质的食物，但没有找到明确的原因。如果疼痛不减轻，安娜建议去看医生，母亲同意了。,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00044,678,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen","Kate and Jeff are downstairs in a small room near the reception. Kate noticed a woman making a cake with a large marzipan penis, which made her laugh. Sam wants to see the cake.",凯特和杰夫在接待处附近的一个小房间里。凯特看到一个女人正在用大块的杏仁糖做一个蛋糕，蛋糕上有一根巨大的“香蕉”，这让她笑了起来。山姆想看看这个蛋糕。,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00045,690,"Mia: God, he keeps talking about the stupid wall
Jennifer: I think he's just senile
Karine: unfortunately it's much more
Karine: this populist strategy to scare people with a minority
Karine: and then present himself as the only savior
Peter: Karine is right, I think he's not as senile and stupid as we would like to believe
Mia: so it's even worse - he's pure evil
Peter: possibly yes
Karine: I really think so, because it's not only about politics anymore
Karine: he is destroying the Earth
Karine: trying to shake the world's order
Jennifer: but he's also quite stupid
Jennifer: and the dangerous thing is his self confidence
Jennifer: he's persistence 
Jennifer: and ignorance
Karine: but we have a chance to change it
Karine: maybe Trump will be over soon?
Mia: we will see
Mia: but we should do anything to win the next elections
Karine: everything!","The group discusses Trump's behavior, agreeing that his tactics are manipulative and dangerous, and possibly driven by a desire for power rather than senility. They express hope for change and resolve to work towards winning the next elections.",小组讨论特朗普的行为，一致认为他的手段具有操纵性和危险性，可能是由对权力的渴望而非痴呆所驱动。他们表达了对变化的希望，并决心努力赢得下一次选举。,"Mia, Jennifer, Karine and Peter do not like Trump.",米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00046,711,"Pedro: batman or superman??
Alex: honestly..  neither
Pedro: WHAT??
Alex: i honestly like the flash
Pedro: whats so good about the flash :P
Alex: duuude, he can do almost anything
Pedro: not anything
Alex: yea im sure batman can run as fast -_-
Pedro: superhuman speed? thats your pitch?
Alex: that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be
Pedro: yeah i get your point","Alex prefers The Flash over Batman or Superman due to his superhuman speed, which grants him access to the multiverse and makes him incredibly powerful. Pedro concedes that Alex's point about The Flash's abilities is valid.",艾力克斯更喜欢闪电侠而非蝙蝠侠或超人，因为他拥有超人的速度，这使他能够进入多元宇宙并变得极其强大。佩德罗承认艾力克斯关于闪电侠能力的说法是有效的。,Alex prefers the Flash to Barman and Superman thanks to his speed.,阿莱克斯更喜欢闪电侠，因为他的速度。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00047,737,"Damian: are you downtown?
Ethan: yes
Ethan: why?
Damian: can you buy me a kebab?
Damian: i'm starving
Ethan: why won't you cook something for both of us, huh?
Damian: man, give me a break, i had a rough day
Ethan: ok ok
Ethan: but i really wish you weren't such a parasite
Damian: i'll change, scout's honour","Damian asks Ethan, who is downtown, to buy him a kebab as he is hungry and had a bad day. Ethan agrees but expresses frustration at Damian's reliance on him. Damian promises to change his ways.",达米安（Damian）向在市中心的伊森（Ethan）要一个烤肉串，因为他饿了，而且今天过得很糟糕。伊森同意了，但对达米安总是依赖他表示不满。达米安承诺会改变自己的行为。,Ethan will buy Damian a kebab. Damian had a bad day.,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00048,767,"Barry: I'm gonna go march in Women's strike, anyone interested?
Jake: I am, already made plans with some friends, wanna join?
Dave: I am down too, Kelly is coming with me
Barry: Let's just meet around the campus at noon","Barry, Jake, and Dave plan to meet on campus at noon to march in the Women's Strike together. Jake and Dave will bring friends.",巴里、杰克和戴夫计划在中午在校园里见面，一起参加妇女罢工游行。杰克和戴夫会带上朋友。,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.",巴里、戴夫、凯利和杰克将于12点在校园附近集合，参加妇女罢工。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00049,799,"Martha: Hey, can I ask you a question?
Ophelia: Do we know each other?
Martha: We don't, but do you mind if I ask you about the lenses from your profile picture? they are awesome and I would like to buy the similar ones
Ophelia: it's from Crazy Lenses. They have quite reasonable prices and very fast shipping.
Martha: Thanks!!! I'll check them :)
Ophelia: No problem :)","Martha inquires about Ophelia's contact lenses from her profile picture, which Ophelia reveals are from Crazy Lenses, offering affordable prices and swift delivery. Martha expresses gratitude and intends to explore the brand.",玛尔塔询问了奥菲利亚在个人主页图片中佩戴的隐形眼镜，奥菲利亚透露这些镜头来自“疯狂镜头”品牌，价格实惠，送货迅速。玛尔塔表示感谢，并打算了解该品牌。,Martha likes Ophelia's lenses and wants to buy similar ones. Ophelia got them from Crazy Lenses.,玛莎喜欢奥菲莉娅的眼镜，想买类似的，奥菲莉娅是从crazy lens上买的。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
gold_00050,800,"Linda: Hi Dad, I want to buy flowers for mum! But I don't remember which one she likes :(
Michael: Well, she likes all the flowers I believe
Linda: That doesn't help! I'm on a flower market right now!
Michael: Send me some pics then
Linda: <file_photo> 
Michael: Tulips are nice, roses too
Linda:  What about carnations?
Michael: No, carnations are boring :D
Linda: Thanks Dad, srsly…
Michael:  What about freesias? She likes them a lot, are there any there?
Linda: <file_photo> 
Michael: Take those!","Linda wants to buy flowers for her mum but doesn't remember her preferences. Her dad, Michael, suggests tulips, roses, and freesias after seeing photos of the flower market; he discourages carnations. Linda decides on the freesias.",琳达想给她妈妈买花，但记不住她妈妈的喜好。她的爸爸，迈克尔，在看了花市的照片后，建议买郁金香、玫瑰和风信子，并劝阻购买康乃馨。琳达最终决定买风信子。,Linda wants to buy flowers for her mother and asks Michael which flowers does she like. Michael suggests Linda to buy freesias.,琳达想给她妈妈买花，问迈克尔她喜欢哪种花。迈克尔建议琳达买小苍兰。,summarize_then_translate,aya-expanse:32b,aya-expanse:32b,2
