id,test_index,dialogue,translated_dialogue,final_summary,reference_english_summary,reference_chinese_summary,pipeline,translation_model,summarization_model,num_model_calls
gold_00026,433,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊","山姆：你们拥有一家真的很棒的酒店，伙计们😊
杰西卡：谢谢你，山姆😊
迈克尔：谢谢，兄弟
山姆：我们下个月的酒店房间安排得怎么样了？希望经理能为我们安排最好的房间；)
迈克尔：你说得对，山姆
迈克尔：你8月15日会来吗？
山姆：是的！我们大约下午2点到酒店。
杰西卡：我好高兴再见到你们！
山姆：我也是😊",山姆赞扬了酒店，并询问下个月的房间安排。迈克尔确认了8月15日的入住，山姆表示下午2点抵达。杰西卡期待再次见面。,Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00027,442,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am","特伦斯：靠，丹尼。你拿了我的钱，对吧？:/
丹尼尔：什么，你的钱？！为什么要拿我啊？
特伦斯：别装傻。
丹尼尔：你是不是把我当成说谎的人了，特里？！
特伦斯：我又不是傻子，丹尼。
丹尼尔：我也不是小偷！这不酷，兄弟：/
特伦斯：……靠，对不起，我刚刚找到了。忘记上个月我放到别处了。
丹尼尔：那对你来说是好事。
特伦斯：你生气了吗？
丹尼尔：你觉得呢？当然，他妈的，我生气了！",特伦斯指责丹尼尔偷了他的钱，但后来发现是自己记错了位置。丹尼尔感到生气和委屈。,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00028,499,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you","娜塔莎：你好，我可以去RER接你。
查尔斯：太好了。我刚落地。我想我大约5点半到。我会给你打电话。
娜塔莎：好，等你在韦西内特车站时给我打电话。
查尔斯：谢谢。见！",娜塔莎将去RER接查尔斯，他预计下午5点半到达，并在到达韦西内特车站时联系她。,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00029,528,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7","梅格：还在学校吗？
安：我有额外的数学课。
梅格：那什么时候能见你？
安：我七点钟到家。",梅格问安是否还在学校，安说有额外数学课，七点钟到家。,Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00030,532,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.","皮特：你要哪种口味的酸奶来着？我今天脑子像筛子一样。
珍：梨味的，但只有他们有才行。否则不要紧。
皮特：我会四处看看。如果没有梨味的，能不能换个别的口味？
珍：我不喜欢别的口味。如果没有梨味的，那就什么都不买吧。
皮特：好吧。",皮特询问珍想要哪种口味的酸奶，珍指定梨味，但表示如果没有也可以不买。皮特提议找其他口味，但珍坚持如果没有梨味就不买。最终，皮特同意了。,Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00031,536,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)","克里斯蒂：派对后你怎么样？
凯蒂：真的很累......你呢？
克里斯蒂：一样。
克里斯蒂：派对很棒！
凯蒂：是的，我们玩得很开心！😊",克里斯蒂和凯蒂在聚会后感到很累，但她们都认为聚会很棒，玩得很开心。,Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00032,537,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx","山姆：你明天工作吗？
卡拉：不，我放假。
山姆：我下午有空，想见面吗？
卡拉：嗯，可以。
山姆：好，太好了！去米恩伍德怎么样？
卡拉：好，那边有家咖啡馆，蛋糕很美味。2点见你吧？
山姆：好的，期待中！
卡拉：明天见！❤️❤️",山姆和卡拉约定明天下午在米恩木德的咖啡馆见面，品尝那里的美味蛋糕。具体时间定在下午2点。,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00033,544,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)","乔安娜：想玩点游戏吗？
桑迪：什么游戏？
乔安娜：也许是迪西特？
乔安娜：或者卡卡松？
桑迪：为什么不呢？
乔安娜：好吧，我会把它们带给你。
桑迪：太棒了 :)",乔安娜邀请桑迪玩游戏，建议玩《迪西特》或《卡卡松》。桑迪同意，乔安娜将带来游戏。,Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00034,548,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!","史蒂夫：五分钟前买了新的梦想剧院专辑。希望它不错。
罗布：我这儿桌子上就有，准备第一次听了。
史蒂夫：好，我晚点告诉你我对它的看法。
罗布：我也是。再见！",史蒂夫刚买了梦想剧院的新专辑，期待中。罗布已有专辑，两人将分享听后感。,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00035,551,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.","彼得：你能给我你的美容店链接吗？
乔伊：当然可以。
乔伊：是这个：https:// *********
乔伊：希望你会喜欢，有任何问题都可以问我。
彼得：好，让我看看。",彼得向乔伊索要了她的美容店链接，乔伊提供了网址并表示可随时询问问题。,Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00036,590,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2","伊森：谁要去看索拉斯特法？
诺亚：索拉斯特法！什么时候？
诺亚：我完全不知道他们要演出。
阿奇：我不去：D。
里奥：我当然要去了！
伊森：11月21日。
诺亚：那是星期三... 嗯...
诺亚：我得看看，可能得加班...
里奥：别啊！你一定要来。
伊森：对，你必须来！
阿奇：还有更好的演唱会：P。
诺亚：我知道，我真的很想去看他们，但是...
里奥：阿奇...：P
伊森：别理他：P。
诺亚：我会看看，然后告诉你们，错过他们真是太遗憾了。
里奥：对！
伊森：对！×2",伊森邀请大家11月21日去看索拉斯特法的演唱会，诺亚可能因加班无法参加，里奥强烈要求他出席。阿奇不感兴趣，建议其他演唱会。诺亚表示遗憾，会再做决定。,"Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00037,598,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D","布拉德利：哈哈，看，一只猫入侵了古迪逊球场。<文件_其他>
吉尔：哈哈哈哈
朱莉娅：多可爱的小黑球。
吉尔：这是视频：D <文件_其他>
朱莉娅：哈哈
布拉德利：还有解说：D
布拉德利：这是埃弗顿球迷本赛季最精彩的娱乐：D",布拉德利、吉尔和朱莉娅讨论了一只入侵古迪逊球场的猫，他们认为这是埃弗顿球迷本赛季最精彩的娱乐。,A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00038,605,"Barbara: I'm home already, you can come over
Sean: May I bring the dog?
Zac: I'm on my way
Barbara: sure you can, Sean
Barbara: do you want to stay overnight?
Sean: great!
Sean: I thought about it
Barbara: nice!","芭芭拉：我已经到家了，你可以过来。
肖恩：我能带狗来吗？
扎克：我正在来的路上。
芭芭拉：当然可以，肖恩。
芭芭拉：你想留宿吗？
肖恩：太好了！
肖恩：我已经考虑过了。
芭芭拉：太棒了！",芭芭拉邀请肖恩和扎克到家里，肖恩可以带狗来，并决定留宿。,"Barbara, Sean and Zac are meeting at Barbara's place tonight. Sean will bring the dog. Sean and Zac will stay overnight.",芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00039,616,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P","杰克：兄弟，我刚抽到一个TOTW！
杰克：今年第一个！
汤姆：恭喜啊！
汤姆：要卖掉吗？
杰克：是的。
杰克：我会让他打一两场比赛。
杰克：他不适合我的阵容。
汤姆：你会有很多币来买合适的球员。
杰克：就是这个计划。
杰克：这次我很幸运。
汤姆：我今年抽签运气不好。
汤姆：一个优秀的球员都没有。
杰克：你玩游戏很厉害。
杰克：你不需要帮助：P
汤姆：我喜欢闪亮的东西：P",杰克抽到了今年的第一个TOTW，打算卖掉因为不适合他的阵容。汤姆祝贺了他，并提到自己今年运气不好，没有抽到优秀球员。杰克认为汤姆游戏技巧很好，不需要帮助。,Jake has got his first TOTW this year. Tom doesn't have a great team. ,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00040,621,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","菲尔：晚上好，迪娜！非常感谢你寄来这张漂亮卡片。康斯坦丁很高兴！
菲尔：这些太阳镜也是你送的吗？
迪娜：我以为它们是属于你的凯特里娜！
菲尔：不是。她说不是她的。
迪娜：也不是我的。看，也许你想要留着它们？
迪娜：我好像有太多太阳镜了...
迪娜：8-D
菲尔：你在哪里找到的？可能属于阿德里安吗？
迪娜：在收音机上面的空地方。最里面。
迪娜：如果阿德里安想要，没问题！
迪娜：:)
菲尔：:))
迪娜：对的！
菲尔：好吧，它们不属于我们任何人，也只有我们开你的车。但我们可以照看这些太阳镜。
迪娜：听到很高兴！",菲尔和迪娜讨论了一副太阳镜的所有权。迪娜在收音机上发现它，可能属于阿德里安。最终，他们决定保管这副太阳镜，如果阿德里安需要可以给他。,"Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00041,635,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","梅尔：你好！你最近怎么样？

格洛丽亚：你好，梅尔！我们还好，就是日常的忙碌啦;) 你们呢？

梅尔：也没什么特别的事。偶尔和孩子们通个电话，或者塔德的妹妹：(( 就这些了。

格洛丽亚：是啊... 自从孩子们离开家后，生活变得安静了许多。我们需要一些时间去适应。但对你来说一定不容易，尤其是你。

梅尔：我也不知道。有时候我甚至忘记了我应该想念他们。现在这种宁静的感觉我还挺喜欢的。

格洛丽亚：也难怪。他们在上大学之前给你带来了不少麻烦。我觉得你现在需要好好恢复一下。

梅尔：你说得对。但或许我应该感到内疚才对？

格洛丽亚：别傻了！你是个非常棒的妈妈。

梅尔：谢谢，格洛丽亚。

格洛丽亚：反正我很高兴再次听到你的消息。我们真的应该再聚一聚。

梅尔：太好了！太棒了！

格洛丽亚：天气正好，很适合烧烤。你觉得呢？

梅尔：我完全赞同。在我家怎么样？我很乐意。

格洛丽亚：太好了。我喜欢你的花园。

梅尔：我们正在考虑扩建露台。我必须给你看看我的设计图，只是几个想法。听听你的看法会很有帮助。

格洛丽亚：我很乐意。但你知道我对园艺设计之类的事情一无所知。

梅尔：我们一起看看吧。现在来说说烧烤。周末怎么样？

格洛丽亚：让我看看日历。这是我们的家庭计划表。名字有点糟糕，不过这个周末我们没问题。下个周末，周六，马克好像写了什么，但我看不清。那这个周六怎么样？

梅尔：完美。至少我们知道天气会很好。我负责食物，你负责饮料怎么样？

格洛丽亚：我还会准备一些甜点。

梅尔：太好了。和你一起总是很轻松。

格洛丽亚：谢谢！你在想塔德的妹妹吗？

梅尔：是的，我很担心她。我很高兴她搬到了苏格兰，我不用再忍受她试图管我的家务事了。塔德也感到如释重负。

格洛丽亚：太好了！我从来没喜欢过她。

梅尔：没有人喜欢她！反正她已经走了，我们要举办一场非常棒的烧烤聚会。没有她。

格洛丽亚：是的，我们会很开心的。哦，我太高兴你打来了！

梅尔：期待周六的烧烤聚会！

格洛丽亚：再见！",梅尔和格洛丽亚聊天，讨论各自近况。孩子们离开家后，梅尔享受宁静的生活，格洛丽亚安慰她别内疚。她们计划周末在梅尔家烧烤，并谈到塔德的妹妹搬走后，期待一场愉快的聚会。,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00042,649,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","卡兰：我的三星S8出问题了。
韦德：具体是什么问题？
卡兰：我只看到黑屏。
韦德：你是不是把它掉在地上了？
卡兰：我想我知道是怎么回事，之前发生过一次。
韦德：真的吗？之前发生了什么？
卡兰：它会过热，然后需要一段时间才能重新启动。
韦德：这真麻烦。要小心电池，可能会有危险。
卡兰：确实会，但我要去商店让他们看看。还在保修期内。
韦德：你会不会丢失所有数据？
卡兰：不会，我一直备份我的文件。",卡兰的三星S8出现黑屏问题，可能因过热导致。他计划去商店维修，因仍在保修期内。韦德提醒要注意电池安全，并询问数据备份情况，卡兰表示已定期备份。,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",卡伦的三星s8过热了，所以他要去店里修理。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00043,676,"Anna: Mum, I have a awful stomachache.
Joanna: Oh, dear, when did you get it?
Anna: At night, and it won’t stop:-(
Joanna: Is it something you ate?
Anna: Maybe. I'm not sure.
Joanna: What did you have for breakfast?
Anna: The usual, cereal with milk and a banana.
Joanna: Maybe the milk was bad.
Anna: It didn't smell bad.
Joanna: Maybe the banana was bad.
Anna: No, the banana was delicious.
Joanna: Maybe you just need to go to the bathroom.
Anna: No, that's not the problem.
Joanna: Maybe it will go away in a little while.
Anna: I wish it would :-(
Anna: Hopefully. If not, maybe we should go and see a doctor.
Joanna: Yeah, I think so...
Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help. 
Joanna: Please do, I’m in my room...
Anna: Will be in ten minutes:-)","安娜：妈妈，我肚子疼得厉害。
乔安娜：哦，亲爱的，什么时候开始的？
安娜：晚上，而且一直没停过：-(
乔安娜：是不是你吃了什么不对的东西？
安娜：可能吧。我也不确定。
乔安娜：早餐吃了什么？
安娜：平常吃的那种，麦片加牛奶和一根香蕉。
乔安娜：可能是牛奶坏了。
安娜：闻起来没什么异味。
乔安娜：那可能是香蕉坏了。
安娜：不，香蕉很甜。
乔安娜：也许你只是需要去上厕所。
安娜：不是这个问题。
乔安娜：可能过一会儿就会好了。
安娜：希望如此：-(
安娜：希望是这样。如果不行，我们可能应该去看医生。
乔安娜：是的，我觉得也是……
安娜：我给你泡一杯热茶，加点新鲜薄荷叶，希望对你有帮助。
乔安娜：好啊，我在房间里……
安娜：十分钟后就到：-)",安娜告诉乔安娜她从晚上开始肚子疼，可能与早餐有关。乔安娜猜测可能是食物变质，建议观察一下。安娜希望自己能好转，否则将去看医生。乔安娜同意并让安娜泡热茶缓解症状。,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00044,678,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen","山姆：你在哪里？
凯特：楼下。
山姆：已经到了吗？
凯特：是的，快下来吧。
杰夫：我们在接待处旁边的小房间里。
凯特：你有没有注意到那个做蛋糕的女人？
山姆：有。
凯特：你看到了蛋糕吗？
山姆：我没太注意，为什么？
凯特：上面有一个巨大的阴茎，用杏仁糖或什么的做的。
山姆：哈哈哈，真的吗？
凯特：当我注意到的时候，我开始笑了，她也笑了。
山姆：不错。
凯特：我问她做什么，有人订了一个有巨大阴茎、睾丸和巧克力头发蛋糕。
山姆：哈哈哈，我一定要看看！
凯特：她在楼梯下的小厨房里工作。
山姆：对，那里有一个厨房。",山姆和凯特在讨论楼下的一个聚会。凯特注意到一个做蛋糕的女人，蛋糕上有一个巨大的阴茎。山姆表示好奇并想去看看。他们还在小房间里等待，杰夫提供了更具体的位置。,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00045,690,"Mia: God, he keeps talking about the stupid wall
Jennifer: I think he's just senile
Karine: unfortunately it's much more
Karine: this populist strategy to scare people with a minority
Karine: and then present himself as the only savior
Peter: Karine is right, I think he's not as senile and stupid as we would like to believe
Mia: so it's even worse - he's pure evil
Peter: possibly yes
Karine: I really think so, because it's not only about politics anymore
Karine: he is destroying the Earth
Karine: trying to shake the world's order
Jennifer: but he's also quite stupid
Jennifer: and the dangerous thing is his self confidence
Jennifer: he's persistence 
Jennifer: and ignorance
Karine: but we have a chance to change it
Karine: maybe Trump will be over soon?
Mia: we will see
Mia: but we should do anything to win the next elections
Karine: everything!","米娅：天啊，他一直谈论那愚蠢的墙。
詹妮弗：我觉得他只是老糊涂了。
卡琳：不幸的是，这远不止如此。
卡琳：这是民粹主义策略，用少数群体来吓唬人们，然后把自己当作唯一的救世主。
彼得：卡琳说得对，我认为他并不像我们想象的那样老糊涂和愚蠢。
米娅：所以更糟糕了——他是纯粹的邪恶。
彼得：可能吧。
卡琳：我真的这么认为，因为这已经不只是政治问题了。
卡琳：他在破坏地球，试图动摇世界秩序。
詹妮弗：但他也很愚蠢。
詹妮弗：危险的是他的自信、坚持和无知。
卡琳：但我们有机会改变它。
卡琳：也许特朗普很快就会下台？
米娅：我们拭目以待。
米娅：但我们应该竭尽全力赢得下一届选举。
卡琳：一切都得做！",对话中，大家讨论了特朗普的行为和动机。卡琳认为他不仅仅是糊涂，而是利用民粹主义策略来恐吓人们，并自视为救世主。彼得和米娅同意他的行为更邪恶，且在破坏地球和世界秩序。詹妮弗指出他的危险在于自信和无知。他们一致认为需要努力改变现状，包括赢得下一届选举，并希望特朗普很快下台。,"Mia, Jennifer, Karine and Peter do not like Trump.",米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00046,711,"Pedro: batman or superman??
Alex: honestly..  neither
Pedro: WHAT??
Alex: i honestly like the flash
Pedro: whats so good about the flash :P
Alex: duuude, he can do almost anything
Pedro: not anything
Alex: yea im sure batman can run as fast -_-
Pedro: superhuman speed? thats your pitch?
Alex: that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be
Pedro: yeah i get your point","佩德罗：蝙蝠侠还是超人？
亚历克斯：老实说... 都不是。
佩德罗：什么？！
亚历克斯：我真心喜欢闪灵。
佩德罗：闪灵有什么好？：P
亚历克斯：兄弟，他几乎可以做任何事。
佩德罗：不是任何事。
亚历克斯：是的，我确定蝙蝠侠可以跑得同样快——-_-
佩德罗：超人类速度？这就是你的论点？
亚历克斯：那种速度让他可以进入整个多元宇宙... 你真的不理解他能多强大。
佩德罗：是的，我明白你的观点。",佩德罗和亚历克斯讨论超级英雄。亚历克斯认为闪灵比蝙蝠侠和超人更强，因为他几乎能做任何事，包括拥有超人类的速度，可以进入多元宇宙。佩德罗表示理解但不同意。,Alex prefers the Flash to Barman and Superman thanks to his speed.,阿莱克斯更喜欢闪电侠，因为他的速度。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00047,737,"Damian: are you downtown?
Ethan: yes
Ethan: why?
Damian: can you buy me a kebab?
Damian: i'm starving
Ethan: why won't you cook something for both of us, huh?
Damian: man, give me a break, i had a rough day
Ethan: ok ok
Ethan: but i really wish you weren't such a parasite
Damian: i'll change, scout's honour","达米安：你在市中心吗？
伊森：是的
伊森：怎么了？
达米安：能不能帮我买个烤肉串？
达米安：我饿得要命
伊森：为什么你不给我们俩做点东西吃，嗯？
达米安：兄弟，给我点面子，我今天过得很艰难
伊森：好吧，好吧
伊森：但我真的希望你不要像寄生虫一样
达米安：我会改变的，童子军荣誉保证",达米安向伊森求助，请求他帮忙买烤肉串，因为他很饿。伊森同意了，但希望达米安不要总是依赖他人。达米安承诺会改变。,Ethan will buy Damian a kebab. Damian had a bad day.,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
gold_00048,767,"Barry: I'm gonna go march in Women's strike, anyone interested?
Jake: I am, already made plans with some friends, wanna join?
Dave: I am down too, Kelly is coming with me
Barry: Let's just meet around the campus at noon","巴里：我要去参加妇女罢工游行，有没有人感兴趣？
杰克：我有兴趣，已经和一些朋友做了计划，你想加入吗？
戴夫：我也行，凯利会和我一起来。
巴里：我们在校园周围中午见吧。",巴里发起妇女罢工游行邀请，杰克、戴夫及凯利响应，午间在校园周边集合。,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.",巴里、戴夫、凯利和杰克将于12点在校园附近集合，参加妇女罢工。,translate_then_summarize,aya-expanse:32b,aya-expanse:32b,2
