model,row_idx,test_index,summary_field,summary_text,summary_tokens,source_file
Qwen 3.5: 27b (TS),10,139,final_summary,保罗忙完回家，因错过理疗将改约。艾玛深夜才归，保罗主动提出为她备餐，艾玛欣然接受。,21,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),11,192,final_summary,哈里斯告知莱娜，其好友青木昨日去世，死因尚不明。两人谈及青木住在密歇根州，哈里斯已数月未见。随后哈里斯因母亲呼唤而告别。,27,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),12,210,final_summary,雅兹和玛丽虽因近期饮食放纵而不愿去减肥俱乐部，但决定硬着头皮参加。两人约定六点在玛丽家见面，由雅兹接她一同前往。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),13,211,final_summary,艾莉询问大家是否在大学，阿莉亚确认，卡米尔表示生病。艾莉随后向阿莉亚确认上课地点，得知在二楼 342 教室。,23,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),14,212,final_summary,内森分享了一段搞笑视频，亚伦大笑并调侃视频人物表情像自家猫拉屎。两人互相发送表情包，戏称这是“精神时刻”和“寻找耶稣”，全程充满欢乐。,32,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),15,215,final_summary,众人讨论奈飞剧集，提及《广告狂人》《王冠》等，对《纸牌屋》新季评价不一，并分享了对《老友记》《绝望主妇》等剧的喜爱。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),16,244,final_summary,琼斯与安吉丽娜寒暄后，约定下午在城里见面，琼斯稍后将致电确认具体地点。,17,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),17,285,final_summary,凯西展示自制美甲，获阿米莉亚和克里斯滕称赞。因耗时近四小时，凯西婉拒了两人请求其帮忙做美甲的提议。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),18,319,final_summary,苏收到重要信息，要求史蒂夫立即回电，史蒂夫答应马上拨打。,12,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),19,346,final_summary,蒂米与杰玛讨论婚礼邀请名单，杰玛想邀请洛娜和米歇尔参加招待会，蒂米调侃她仍期待收到请柬，杰玛承认难以改变对方主意。,27,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),20,355,final_summary,安祝贺苏和朱莉表现出色，提议当晚庆祝，两人均欣然同意。,12,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),21,367,final_summary,史蒂夫告知妈妈洗碗机已送达并安装完毕，他称赞其美观安静。妈妈关心容量，史蒂夫表示虽不确定是否十二人份，但隔日使用已足够，两人互致满意与爱意。,36,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),22,393,final_summary,玛丽卡询问拉拉今天是否前来，拉拉确认会来，玛丽卡对此表示高兴。,16,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),23,417,final_summary,米兰达因工作需取消明日会议，斯蒂芬妮质疑其过度劳累。米兰达辩称年轻医生皆如此，虽接近死亡却能幸存成就不朽，斯蒂芬妮对此表示无奈。,32,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),24,432,final_summary,哈维尔询问附近是否有英语纹身店，朱迪推荐了华沙墨水店并展示其女友的纹身。得知价格为一千后，哈维尔嫌贵，决定回哥伦比亚再纹。,31,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),25,433,final_summary,山姆称赞酒店并表示期待下月入住。迈克尔确认他们将于 8 月 15 日下午两点抵达，双方对再次相聚感到高兴。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),26,442,final_summary,特伦斯误以为丹尼尔偷了他的钱并加以指责，随后发现钱是自己放错了地方。特伦斯道歉后，丹尼尔表示对此事感到愤怒。,28,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),27,499,final_summary,娜塔莎将去 RER 接刚落地的查尔斯。查尔斯预计下午 5 点 30 分到达，并会在抵达韦西内站时致电娜塔莎。,24,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),28,528,final_summary,安因有额外数学课仍在学校，预计七点到家，梅格询问何时能见到她。,15,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),29,532,final_summary,皮特询问珍想要什么口味的酸奶，珍表示只要梨味，若无货则不买其他口味。皮特答应去查看。,23,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),30,536,final_summary,克里斯蒂和凯蒂在派对后都感到疲惫，但一致认为派对很棒，两人玩得很开心。,19,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),31,537,final_summary,山姆邀请明天休息的卡拉下午见面，两人约定两点在米恩伍德咖啡馆碰面，卡拉还推荐了那里的蛋糕。,24,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),32,544,final_summary,乔安娜提议玩迪克西特或卡卡颂，桑迪欣然同意，乔安娜将把这两款游戏带给桑迪。,20,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),33,548,final_summary,史蒂夫刚买了梦剧院新专辑，罗布桌上也有这张准备首听，两人约定稍后交流听后感。,18,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),34,551,final_summary,彼得向乔伊索要美容店链接，乔伊提供了网址并表示如有问题可随时提问，彼得确认收到并准备查看。,24,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),35,590,final_summary,伊森提议 11 月 21 日观看索尔斯塔菲尔演出，利奥极力邀请，阿奇拒绝。诺亚因工作不确定能否参加，但表示会确认，不想错过。,29,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),36,598,final_summary,布拉德利分享了一只猫闯入古迪逊公园球场的视频，朱莉娅和吉尔觉得非常可爱，布拉德利称这是埃弗顿球迷本赛季最棒的娱乐。,28,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),37,605,final_summary,芭芭拉告知已到家，肖恩询问能否带狗并获准，随后提出留宿过夜，芭芭拉欣然同意。,16,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),38,616,final_summary,杰克抽到今年首张 TOTW 卡，因阵容不合计划试用后出售。汤姆抽卡运气不佳，杰克安慰他游戏水平很好，两人轻松调侃。,27,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),39,621,final_summary,菲尔感谢迪安娜的卡片，并确认太阳镜非凯瑟琳或迪安娜所有。两人推测可能是阿德里安的，决定代为保管。,23,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),40,635,final_summary,梅尔与格洛丽亚通话，两人聊起孩子离家后的生活，并约定本周末在梅尔家举办烧烤。她们还讨论了梅尔扩建露台的设计，并共同表达了对塔德妹妹搬走的庆幸。,39,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),41,649,final_summary,卡兰的三星 S8 出现黑屏且曾过热，韦德提醒电池危险。卡兰因手机在保修期内，计划送店检查，并确认已备份数据不会丢失。,28,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),42,676,final_summary,安娜因腹痛向母亲求助，两人排查饮食原因未果。母亲建议观察或就医，安娜决定为其冲泡薄荷茶缓解，预计十分钟后送达。,28,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),43,678,final_summary,凯特告知山姆和杰夫，接待处旁小房间内有一位女士正在制作一个带有巨大阴茎、睾丸和巧克力头发的定制蛋糕，山姆对此很感兴趣。,27,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),44,690,final_summary,众人认为特朗普并非老糊涂，而是利用民粹策略破坏世界秩序。尽管他愚蠢且固执，但大家决心不惜一切代价赢得下次选举以改变现状。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),45,711,final_summary,佩德罗询问亚历克斯更喜欢蝙蝠侠还是超人，亚历克斯表示更偏爱闪电侠。他解释闪电侠速度极快，甚至能打开多元宇宙，佩德罗最终认可了他的观点。,30,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),46,737,final_summary,达米安因疲惫请求在市中心的朋友伊森帮忙买烤肉串。伊森虽不满其依赖行为，最终仍答应帮忙，达米安承诺会改正。,25,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),47,767,final_summary,巴里提议参加女性罢工游行，杰克和戴夫均表示参加并邀请同伴，众人约定中午在校园里碰头。,22,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),48,799,final_summary,玛莎询问奥菲莉亚个人资料中佩戴的美瞳品牌，奥菲莉亚推荐了“疯狂美瞳”，并称赞其价格合理、发货迅速，玛莎表示感谢。,24,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (TS),49,800,final_summary,琳达在花卉市场想给妈妈买花，因记不清喜好向父亲求助。经父亲建议并查看图片，最终决定购买妈妈喜爱的小苍兰。,26,notebooks/agents/results/full/translate_then_summarize/qwen/ts_qwen_50samples.jsonl
Qwen 3.5: 27b (Sem),0,23,final_summary,安妮揭露马克谎报年龄，他自称三十岁实则四十岁。尽管艾琳质疑此事的重要性，安妮仍坚持认为这种欺骗是严重的背叛。,25,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),1,30,final_summary,玛丽向卡特借钱，卡特同意一小时后借给她。,11,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),2,39,final_summary,蒂娜因航班延误将乘晚班机回家，阿拉正前往重要会议，并答应告知蒂娜会议结果。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),3,65,final_summary,安娜提议明天去探望祖母，凯瑟琳同意并承诺早上醒来后给安娜打电话。,16,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),4,66,final_summary,乔伊斯分享了一个低价优惠链接，埃德森随即决定立即预订门票。,14,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),5,67,final_summary,简提议将会议时间改为四点三十分，史蒂文同意该时间，并确认在主入口见面。,18,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),6,78,final_summary,蒂娜答应帮菲奥娜为克里斯准备挞，并建议她在加蛋时持续搅拌，以免做成炒蛋。,17,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),7,86,final_summary,娜塔莉提议看歌剧被奥拉弗尔拒绝，最终三人决定去苏豪区的俱乐部参加新年派对，奥拉弗尔承诺立即购票。,23,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),8,120,final_summary,琼因周三忙碌拒绝约翰的邀请，双方改约至周四晚八点，约翰承诺发送影院详情。,17,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),9,137,final_summary,卡梅伦因时间不足无法回家，佩顿坚持要求其通过快递寄送电子游戏并立即回家。,16,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),10,139,final_summary,保罗将重新预约理疗，并同意为午夜后回家的埃玛准备食物。,15,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),11,192,final_summary,哈里斯告知莱娜其朋友青木去世的消息，随后因母亲呼唤而结束对话。,16,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),12,210,final_summary,雅兹提议六点接玛丽去减肥俱乐部，玛丽同意该计划。,12,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),13,211,final_summary,卡米拉因病告知无法出席，阿莉雅确认课程地点为二楼342室。,15,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),14,212,final_summary,内森向亚伦分享了一段由丹转发的搞笑视频，亚伦对此大笑并开玩笑回应。,16,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),15,215,final_summary,弗雷迪向凯利推荐《古战场传奇》或《都铎王朝》，凯利拒绝了鲍勃推荐的《格林》或《萨布丽娜》，迈克则建议格雷格观看《白宫风云》。,26,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),16,244,final_summary,琼斯提议下午在镇上见面，安吉丽娜同意，琼斯承诺随后致电确认具体地点。,15,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),17,285,final_summary,凯西确认自己涂指甲耗时四小时。阿米莉亚和克里斯汀请求凯西帮她们涂指甲，但凯西因过程太耗时而拒绝了。,28,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),18,319,final_summary,苏要求史蒂夫收到消息后立即致电，史蒂夫随即同意并拨通了电话。,15,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),19,346,final_summary,杰玛承认她想参加洛娜和米歇尔的婚礼，但不确定能否说服她们邀请自己。,18,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),20,355,final_summary,安提议今晚举行庆祝活动，苏和朱莉均表示同意参加。,11,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),21,367,final_summary,史蒂夫告知母亲洗碗机已安装完毕，确认其为十二人份型号，并计划每隔一天使用一次。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),22,393,final_summary,玛丽卡询问劳拉今天是否出席，劳拉确认会来。,11,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),23,417,final_summary,米兰达因工作请求取消明日会议，斯特凡妮质疑其过度工作，未确认取消。,16,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),24,432,final_summary,朱迪推荐华沙纹身店并告知价格为1000，哈维尔因价格过高决定改在哥伦比亚纹身。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),25,433,final_summary,迈克尔确认酒店预订已安排，并与萨姆最终确定抵达时间为8月15日下午2点。,21,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),26,442,final_summary,特伦斯指控丹尼尔偷钱，丹尼尔予以否认。特伦斯随后找到钱并撤回指控，但丹尼尔对此感到愤怒。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),27,499,final_summary,娜塔莎将去韦西内站接查尔斯，查尔斯承诺到达时给她打电话。,14,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),28,528,final_summary,安因有额外的数学课而无法立即见面，但她承诺晚上七点会在家里。,17,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),29,532,final_summary,珍妮要求皮特仅在有梨味酸奶时购买，拒绝其他口味。皮特最终同意，若无梨味则不买任何酸奶。,20,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),30,536,final_summary,克里斯蒂询问凯蒂派对后的状况，凯蒂表示很累，但两人一致认为派对非常愉快。,17,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),31,537,final_summary,山姆提议明天下午见面，卡拉同意并确认在米恩伍德的咖啡馆两点碰头，山姆随后确认了时间。,22,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),32,544,final_summary,乔安娜提议玩迪克斯特或卡卡颂，桑迪表示同意，乔安娜承诺将游戏带到桑迪处。,18,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),33,548,final_summary,史蒂夫购买了新的梦剧院乐队专辑，罗伯也已备好该专辑，两人约定稍后分享听后感。,20,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),34,551,final_summary,彼得向乔伊索要美容店链接，乔伊成功提供，彼得同意查看。,12,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),35,590,final_summary,伊桑询问索尔斯塔菲尔演唱会出席情况，利奥确认参加，诺亚因工作不确定但承诺稍后通知。,20,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),36,598,final_summary,布拉德利告知大家古迪逊球场出现猫咪，吉尔分享了视频，布拉德利随后分享了现场解说音频。,18,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),37,605,final_summary,芭芭拉邀请肖恩来家里，允许他带狗，肖恩同意留宿。,11,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),38,616,final_summary,杰克获得了一名周最佳球员，他计划试用一两场比赛后将其出售，以便购买更适合自己阵容的球员。,24,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),39,621,final_summary,迪安娜将太阳镜送给菲尔，菲尔同意收下并负责保管。,12,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),40,635,final_summary,梅尔和格洛里亚商定本周六在梅尔家举办烧烤，梅尔负责准备食物，格洛里亚负责饮料和甜点。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),41,649,final_summary,卡兰的三星S8因过热黑屏，韦德警告电池危险后，卡兰决定去商店保修，并确认数据已备份。,22,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),42,676,final_summary,安娜胃痛，提议若未缓解则看医生。乔安娜为安娜泡薄荷茶，安娜告知自己在房间。,21,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),43,678,final_summary,凯特描述了一个带有露骨图案的蛋糕，并指出它在楼梯下的小房间里制作，山姆决定前去观看。,23,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),44,690,final_summary,卡琳和彼得认定该人物是危险的战略威胁，米娅承诺将不惜一切代价赢得下次选举。,19,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),45,711,final_summary,亚历克斯拒绝蝙蝠侠和超人，偏爱闪电侠，并解释其速度赋予跨宇宙力量。佩德罗最终认可了亚历克斯的观点。,22,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),46,737,final_summary,达米安请求伊森买烤肉串，伊森虽抱怨但同意，达米安承诺改变。,12,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),47,767,final_summary,巴里邀请杰克和戴夫参加女性罢工游行，两人均同意，并约定中午在校园集合。,18,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),48,799,final_summary,玛莎向奥菲莉亚询问美瞳品牌，奥菲莉亚推荐了Crazy Lenses，玛莎决定去查看。,17,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Qwen 3.5: 27b (Sem),49,800,final_summary,琳达向父亲迈克尔请教为母亲选花的事宜。迈克尔推荐了香雪兰，并指示琳达购买照片中的那束。,23,notebooks/agents/results/full/semantic/qwen/semantic_qwen27b_50samples.jsonl
Gemma 3: 27b (Dir),0,23,final_summary,安妮发现男子马克撒谎，称自己30岁，实际年龄为40岁。她对此感到难过。,18,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),1,30,final_summary,玛丽向卡特借钱，卡特表示可以借，但需要一个小时，因为他在火车站。,16,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),2,39,final_summary,蒂娜在机场延误后将乘坐晚班飞机回家，并与一位健谈的飞行员聊天。阿拉正在前往重要会议途中，并希望蒂娜为她祈祷好运。,30,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),3,65,final_summary,安娜想和凯瑟琳明天一起探望奶奶，凯瑟琳同意并表示会叫安娜，两人互相道晚安。,19,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),4,66,final_summary,乔伊斯分享了一张便宜的机票链接，迈克尔认为价格很划算，埃德森立即表示要预订。,19,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),5,67,final_summary,简恩和史蒂文商定将见面时间提前至下午四点半，在主入口见面。他们预计路程需要三小时，但史蒂文认为新路更快。,28,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),6,78,final_summary,菲奥娜想为克里斯做提塔，向蒂娜求助。蒂娜同意帮忙，并提醒制作提塔时加蛋后要不停搅拌，否则会变成炒蛋。,25,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),7,86,final_summary,奥拉夫、娜塔莉和佐伊计划在新年之夜去索霍参加“蒂凡尼的早餐”主题派对，并尽快购买门票。,21,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),8,120,final_summary,约翰想和琼周三看《一个明星的诞生》，但琼太忙。他们最终决定周四晚上八点观看，约翰会发送影院信息。,22,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),9,137,final_summary,佩顿要求卡梅隆带回游戏，但卡梅隆表示因工作需要出差一周。佩顿建议快递，卡梅隆表示不满，并承诺尽快完成工作回家。,25,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),10,139,final_summary,保罗回家后发现忘记了物理治疗，并会重新预约。艾玛将深夜回家，保罗提议为她准备食物，艾玛欣然接受。,23,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),11,192,final_summary,哈里斯的友人青木昨日去世，死因尚不清楚。哈里斯心情不好，需要去应付母亲的呼叫。,19,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),12,210,final_summary,雅兹和玛丽都想去减肥俱乐部，虽然她们最近放纵了饮食。她们决定克服羞怯，参加今晚六点左右的聚会，雅兹将接玛丽。,27,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),13,211,final_summary,艾莉询问阿利亚是否在大学，得知卡米尔生病。课程地点已更改至二楼342教室。,17,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),14,212,final_summary,娜森和亚伦观看了一段视频，亚伦觉得视频中的女子表情像他猫咪上厕所时的样子，两人都觉得非常搞笑。丹将视频分享给娜森。,32,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),15,215,final_summary,弗雷迪看完《广告狂人》，凯莉看完《王冠》。大家推荐了《异乡人》、《都铎王朝》、《僵尸肖恩》、《格林童话》、《萨布丽娜》、《纸牌屋》、《西方律政》、《博迪卫士》、《美少女谎言》、《绯闻女孩》、《绝望主妇》和《老友记》等剧。,35,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),16,244,final_summary,琼斯和安吉丽娜相遇，两人决定今天下午在镇上见面，琼斯会电话确认具体地点。,16,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),17,285,final_summary,凯西（Casey）自制美甲，耗时四小时。阿米莉亚（Amelia）和克里斯汀（Kristen）想让凯西也为她们做，但凯西表示太辛苦，拒绝了。,28,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),18,319,final_summary,苏伊让史蒂夫收到消息后给她打电话，因为这很重要。史蒂夫表示好的，正在打电话。,18,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),19,346,final_summary,蒂米和杰玛讨论邀请参加婚礼的人选，杰玛承认想参加洛娜和米歇尔的婚礼宴会，但不知道是否能如愿。,25,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),20,355,final_summary,安（Ann）祝贺苏（Sue）和朱莉（Julie）表现出色。大家同意今晚庆祝。,13,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),21,367,final_summary,史蒂夫的洗碗机已安装完毕，效果很好，运行安静。妈妈很高兴史蒂夫对新洗碗机感到满意。,20,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
Gemma 3: 27b (Dir),22,393,final_summary,玛丽卡询问拉拉今天是否会来，拉拉确认会来。,12,notebooks/agents/results/full/direct/gemma/direct_gemma27b_50samples.jsonl
