,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
153,艾琳会和阿什莉在餐厅见面接受采访。,艾琳和阿什利将在营地或餐厅见面 做采访。,70.59,43.75,70.59,87.92
154,玛丽亚、凯特、汤米和萨姆要去参加一个会议。汤米会用prezi而不是powerpoint展示。他购买了prezi的会员，每月10美元。,"玛利亚、凯特、汤米和山姆正在筹备一个会议小组,汤米将有一个PowerPoint演示。",45.07,26.09,45.07,76.0
155,麦克斯韦花钱请珍尼斯做8个小时的临时保姆，并表示能请到她真是谢天谢地。麦克斯韦的儿子在学校里和朋友争论，当老师制止他们时，他变得很愤怒。但是珍尼斯还没注意到他最近有没有奇怪的举动。麦克斯韦和珍尼斯可以找时间喝杯咖啡，讨论一下所有的问题。,Maxwell和Jeanice今晚要喝杯咖啡 谈谈Marcus在学校的行为,13.95,7.87,9.3,58.3
156,迈克、汤姆和本要去喝啤酒。,迈克和本要去喝啤酒,90.0,77.78,90.0,91.52
157,莉亚昨晚在诗歌朗诵会上遇到了一个变态。他知道莉亚会说德语，还说出来所有和她一起参加过活动的朋友。莉亚没有告诉过他这些。他之前在谷歌上搜索了莉亚。两周前莉亚喜欢的一个帖子里提到了他。,"昨天晚上,莉亚去看诗歌朗诵。她遇到一个令人毛骨悚然的男人,她和她谈起莉亚参加的活动。他打电话给所有与他一起来的所有莉亚的朋友。莉亚问他他如何知道这件事情,他把她挖出来。",53.42,23.9,31.06,74.6
158,尼基刚从萨姆家离开，她电话关机了。,Nicky的手机关机了,27.27,20.0,27.27,64.73
159,肯恩正试图捉弄格雷格。,肯想要回格雷戈的钱,31.58,11.76,31.58,72.95
160,汤姆安全到达，但没有带行李。,亚历山大要汤姆在出租车上时 给他发个信息,12.9,6.9,12.9,61.05
161,大学会给孩子们举办一个狂欢派对。,大厅里有5个充气城堡和一头巨大的充气龙 Shane在大学里为孩子们组织了一个嘉年华会,30.77,16.0,26.92,72.96
162,伊恩在找他的绿色文件夹。索菲还没有看到，也许亚历克斯知道。,伊恩把绿文件夹留在了饭桌上,35.9,16.22,30.77,67.44
163,西蒙五分钟后会和阿德里安谈一谈。,西蒙5点有空 和艾德里安谈谈,57.14,30.77,57.14,78.65
164,珍要和她男朋友分手了。简从一开始就知道他们不是很般配，所以她会支持珍。,Jen生她的男朋友的气 因为他不想把她的钱还给她 Jane生气 因为他不想把她的钱还给她,20.59,6.06,20.59,59.06
165,波比今晚不在家，但她不愿意向迪恩透露原因。她不做晚餐了，所以迪恩必须在回家的路上自己买点东西吃。,"迪恩和波比今晚要吃晚饭,波比没准备什么,迪恩回家时会给波比买东西",40.54,19.44,32.43,71.87
166,加布想在线下和凯特见一面。但是凯特不喜欢加布的要求，所以她不会再和他说话了。,Gab和Kat会碰头喝一杯,13.64,0.0,9.09,55.56
167,阿加莎为自己感到骄傲，因为她已经完成了经济学相关的报告。她对经济学很感兴趣。,Agatha关于经济学的演讲已经准备就绪。,28.0,12.5,20.0,67.28
168,梦龙乐队7月12日在abc剧院有一场音乐会。萨莉想和蒂姆一起去。她花70块钱买了票。,"7月12日,龙来到ABC剧院 莎莉和蒂姆将一起去音乐会",63.16,40.0,49.12,75.62
169,贝兹不在的时候，安德鲁发现她的车出了点故障，但看起来问题不大。在她21号回来之前，他也会帮忙照顾她养的植物。,"Andrew想把Bez的车开到Krizingen, 但它显示的刹车液体水平很低。 汽车在6月才经过全面检查。 地下室的工厂每周用水一次。",12.77,2.17,10.64,61.62
170,劳拉打算下周六去看望她父母。基思可能会为她做千层面。劳拉的妈妈给她准备了生日礼物。,"Keith和Laura周六去拜访他们的父母,他们正在学习一个大型项目,Keith的妈妈给他买了生日礼物。",37.33,27.4,37.33,75.06
171,佩嘉的课要上到15点。她得从17点工作到21点半左右。她会在22点回来。米利安邀请了几个人，佩嘉也在其中。她回来后会和米利安一起喝杯茶。米利安还会给她留点酒。,Pegah在班上直到下午三点 然后她从下午五点工作到2: 30左右,27.96,8.79,23.66,65.16
172,罗伯特会为汤姆的生日准备一些漂移气球。,"罗伯特会帮帕姆过汤姆的生日 帕姆需要去购物、做饭和打扫,她没时间去取气球",43.14,32.65,43.14,73.16
173,雪莉在一个食物收容所做义工，还问别人有没有做义工。特蕾西不喜欢这样，但乔迪总会在圣诞节的时候做慈善活动。,今年雪莉在食物收容所做志愿工作。,31.75,22.95,31.75,73.2
174,吉姆回家后会去看麦克斯的最新音乐节目。,吉姆回家后会听他最新的音乐节目,78.79,58.06,72.73,88.64
175,凯恩向香农推荐30秒上火星乐队的新专辑。,Shannon建议Kane 听新的30秒的Mars专辑,38.71,13.79,32.26,66.07
176,安迪一小时后要去看保罗。,Andy一小时后会去拜访Paul,47.62,31.58,47.62,76.18
177,卡洛琳和梅根玩猜谜游戏——他们需要猜出一句话来自哪部电影。,Caroline要再次拉她的睾丸了,5.56,0.0,5.56,54.22
178,乔什应该查查罗恩的邮件。,罗恩给乔希寄了些东西 检查他的电子邮件,48.28,14.81,34.48,74.99
179,菲比今天不能出去，因为她把妈妈一瓶很贵的香水打翻了。妈妈很生气。现在公寓里的香水味太浓了。,Phoebe弄坏了她妈妈的香水,27.45,12.24,23.53,67.78
180,罗伯和夏娃将会在星期天早上见面，然后一起去商店。夏娃大约3点钟有事要做。,罗布和夏娃明天开会 商店开着 明早必须去,39.22,12.24,27.45,66.57
181,贝蒂和桑德拉分享了一张一个男人和一只猫的照片。桑德拉的前任想和她复合，她也很想他。贝蒂六点带酒过来。,"桑德拉在她的心脏里有一个特殊的位置 给照顾动物的男人。 她的前夫最近一直在考虑他们的分裂, 他说这是一个错误。她6点会到贝蒂家。",38.83,11.88,23.3,71.23
182,安娜喜欢一款可以虚拟试穿衣服的新app。彼得不太确定是否有必要这样做。,Anna和Peter分享了一张衣服的照片 Peter不知道他有多少条裤子,21.82,7.55,21.82,60.78
183,丹打了一针麻醉剂，因为伤口肿起来了。他觉得没有事，但还是受伤了。,丹注射了麻醉剂 但是它不再起作用了 痛死了,42.55,8.89,34.04,69.01
184,阿尔奇大约午夜从南安普敦坐公交回来。他会给犹大打电话。,Archie午夜左右从南安普顿抵达 他乘公车到他家,36.36,19.05,36.36,73.0
185,克洛伊周末会看比沃特推荐的正剧。,Chloe还没看过Biwott告诉她的系列节目 Chloe周末会看的,28.57,18.18,28.57,63.61
186,劳伦想在脚踝上纹个小纹身。,Lauren想在腿上纹个小纹身 Tessie认识几个人,57.14,46.15,57.14,80.34
187,楼上的厕所又堵了。温蒂和大卫请不起水管工，因为温蒂把钱花在了妹妹的生日礼物上。,"Wendy不想冲楼下的马桶 Wendy妹妹的生日是她姐姐的生日,她必须得到礼物。",30.77,15.87,27.69,70.17
188,凯伦想知道罗文他们国家的交通规则是不是靠左行驶。罗文说是。她觉得自己不能开车去那里。,罗恩和凯伦在凯伦的国度驾驶左手交通,32.14,7.41,17.86,63.47
189,汤姆想去《鲁滨逊漂流记》里的岛。,汤姆必须去罗宾逊克鲁索岛,48.0,8.7,40.0,72.14
190,泰特斯同意帮埃米莉做语言练习。埃米莉给泰特斯发了一张做好的练习题照片，但是他读起来有点困难。,"Emely在填补任务空白方面存在问题,Titus会给她寄一份任务的照片,并写她的答复。",16.0,2.74,13.33,64.64
191,马尔科会看奥尔多花了2周时间写出来的12页文章。,"Marco收到Aldo的电子邮件,",6.45,0.0,6.45,55.23
192,哈里斯的朋友青木住在密歇根州，昨天去世了。哈里斯有几个月没见她了。,Harris的朋友Aoki昨天去世了 她住在密歇根州,63.83,48.89,38.3,73.87
193,汉娜的新年计划是：健身、自己做饭、开始约会。布鲁克林什么都没做。过去她也做过新年计划，但从来没有实施过。,"汉娜今年想改变她的生活。首先,她每天会减肥和锻炼,第二, 她会学习如何烹饪,最后,她会找到她未来的丈夫。",15.73,2.3,13.48,62.76
194,特雷弗让阿比盖尔怀孕了。他们在没有做避孕措施的情况下发生了性关系，阿比盖尔的父亲是一位牧师，他狠狠踢了特雷弗的屁股。特雷弗进了阿比盖尔的房间。,特雷弗需要建议如何与父亲分手 因为艾比盖尔偷偷溜进他家 特雷弗的父亲是教会牧师,33.01,21.78,25.24,69.87
195,杰西卡发了很多她实际上并不关心的话题的帖子。茱莉亚则是以一种更真诚的方式发帖。但希拉里觉得她做得太极端了，缺少现实生活。,Julia喜欢分享朋友的照片。 Gail喜欢在Ppl做间谍。,5.41,0.0,5.41,56.85
196,米兰达昨天打电话给汤姆，很甜蜜地和他讲话。安妮很生她的气，因为她正在和汤姆约会。,安妮恨米兰达 因为她昨天打电话给汤姆 想把汤姆从她身边带走,60.32,42.62,41.27,76.72
197,芭芭拉和伊娃在艾拉提供的网站上描述了她们的饮食要求。,"Ella想知道她是否要来,她是否有饮食需求 通过这个链接。Eva想知道她是否要来,她是否需要 餐饮公司的信息。",17.39,2.99,11.59,59.2
198,萨拉星期四到纽约。乔舒亚期待收到一份礼物。,Sarah将于周四抵达纽约,21.43,7.69,21.43,67.08
199,艾莉森拿到奖学金了。,艾莉森拿到奖学金了,100.0,100.0,100.0,96.36
200,山姆要到5点才能完成工作。他会在上午9点左右过来。明早他会去见阿布德莱拉。,Abdellilah和Sam将在9点开会。,18.6,4.88,18.6,65.53
201,贝蒂和菲尔六点半约好在电影院看一部恐怖片。之后他们将在菲尔家吃晚餐。,"菲尔和贝蒂今晚要去电影院,看两场喜剧和一部刺激片,下午六点在剧院附近碰头,在家和菲尔共进晚餐。",56.0,27.4,37.33,80.38
202,罗伯特的新电话号码是304开头的。罗伯特丢了工作，正在找新工作。泽格提出把罗伯特的简历交给一个联络人。,"罗伯特在乌克兰成功后正在寻找新的工作。 他认识一个比利时人,他想在这里开一家新工厂。",38.55,17.28,28.92,69.59
203,莉莉和托马斯度过了一个美好的夜晚。托马斯是罗马尼亚人，来自一个非常富有的家庭。,Lily跟一个叫Thomas的罗马尼亚人 度过了一个美妙的夜晚,58.62,42.86,37.93,76.0
204,山姆想买一件定制的衣服，给妻子一个惊喜。衣服要黑色的、优雅的。店里的员工给他发了一些图片，供他参考。山姆确定了他喜欢的衣服特征。他的产品编号是89898998，他会在公司网站上下单。,Sam在找妻子的裙子 Sarah时尚会帮助他选择裙子 Sam会把订单放在网站上,19.23,5.88,17.31,64.79
205,卡姆登最近没有使用社交媒体。他只发消息，他想要麦金利的照片。,卡姆登很久没见到麦克金利了 她从社交媒体上出来 她用脸书跟人保持联系,40.68,21.05,27.12,71.06
206,下班后，迈克打算去健身房，然后回家。他邀请杰森带些食物过来。他们可以在ps4上玩2。,"迈克去健身房,然后回家。他会带食物去,下班后和杰森会合。然后他们将在PS4上玩命运2。",73.97,50.7,60.27,83.61
207,琳达找到了一份新工作，要搬到俄亥俄州去住6个月。她弟弟会住在她现在的公寓里。黛西会来琳达家见她，帮她收拾行李，因为琳达太忙了出不了门。,琳达要搬去俄亥俄州 她有一份6个月的新工作,46.91,25.32,29.63,73.5
208,海登必须在一个月内完成她的论文。她想知道什么样的学位课程对她最有利。她对非洲研究很感兴趣。海登声称她可以成为一名空姐，因为她会游泳，还会说外语。,"海登有一个月的时间来写他的论文,然后决定他应该选择哪些研究。海登对非洲的研究感兴趣,但不知道将来该做什么来赚钱。海登正在考虑做空勤服务员。",40.0,20.31,29.23,74.56
209,艾伦找到了肉桂味威士忌，并把照片发给了罗伯特。,"艾伦找到一家威士忌公司,没有糖,没有口味,加了肉桂味",50.0,38.1,36.36,73.17
210,亚兹和玛丽今晚6点左右见面，一起去减肥俱乐部。他们估计吃得太多会被骂。,亚兹和玛丽今晚要去苗条俱乐部 亚兹6点会去接玛丽,50.91,33.96,43.64,72.06
211,艾莉的班级在二楼342教室。,"Aaliyah和Camille在大学,二楼342课。",38.1,21.05,38.1,70.65
212,内森和亚伦正在讨论内森发来的视频。,亚伦的猫脸看起来像在拉屎,35.71,7.69,21.43,62.68
213,威廉得5分钟后才回来，因为要他排了20分钟的队。,威廉在戒酒室待了20分钟 他5分钟后回来,66.67,43.24,41.03,73.27
214,杰克预定了三张明天晚上七点的票。他能享受七折优惠。,Jake明天晚上七点订了三张票 并获得了30%的折扣,55.81,34.15,37.21,77.66
215,弗雷迪、凯利、吉姆、格雷格、鲍勃、迈克、玛丽、艾伦和南希正在netflix上观看不同的节目。,"弗雷迪,凯莉,吉姆和玛丽正在看Netflix系列疯狂男子。格雷格正在看卡片屋。南希正在看绝望的家庭主妇。",52.05,28.17,41.1,75.07
216,索尼娅一个月后要去圣塞巴斯蒂安。托尼很喜欢那里的airbnb公寓。索尼娅不太相信这些，但她会告诉托尼的。,"托尼和索尼亚去年去了圣塞巴斯蒂安,他们住在康查剧院旁边的空床位。托尼将联系租房的房东。",36.14,19.75,31.33,71.85
217,马利克和萨曼塔想减肥。他们会努力节食、保持生酮饮食或原始人饮食法，还会一起跑步。,马利克想尝尝古老的饮食和Keto的饮食 萨曼莎想减肥,44.83,25.0,31.03,69.67
218,德里克今天做成了几笔交易。但是菲尔没能做到。,Derek结束了一些交易 但他压力很大 有些客户在谈判好几天好几周 然后他们就退出了,21.82,7.55,14.55,61.13
219,大家正在把蒂莫西·柴勒梅德p进艺术品里。多米尼克和诺娃一致认为他看起来像19世纪的人。,Timothée Chalamet正在被照片店装成艺术品。,19.23,12.0,19.23,64.27
220,彼得最近一直在他们办公室附近的健身房锻炼以改善健康状况。为了更健康，丽莎正在考虑锻炼和更加合理饮食。,Peter一直在锻炼。 丽莎想锻炼身体。 Peter也想锻炼身体。 Peter在办公室附近的健身房里有会员。 他做体重和跑步机。 Lisa认为他需要吃更好的食物才能保持体型。,44.44,24.53,27.78,73.65
221,茱莉亚打碎了汤姆的杯子，这让汤姆很伤心，所以她要给他买个新的。,茱莉亚打破了汤姆的杯子,51.28,43.24,51.28,77.52
222,曲棍球运动员的css测试今天开始下午5点开始，将持续3小时。汉克会带他儿子和唐的儿子来。唐很高兴。,"今天有CSS测试。 Don不确定他是否必须填满所有字段。 它应该是一个数据库, 记录所有年轻的即将到来的曲棍球明星。",28.89,11.36,13.33,60.12
223,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,杰西卡去了市中心的二手店 她买了一张桌子 六把椅子 花瓶和一堆衣服,80.0,64.71,77.14,86.27
224,阿比盖尔和达米安周日要去教堂。达米安必须穿西装打领带。,阿比盖尔和达米安星期天要去教堂,60.0,52.63,60.0,83.82
225,卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,路西安把意大利面留在微波炉里了,52.38,35.0,52.38,80.86
226,道格有一双很酷的鞋子。,哲尼喜欢道格的鞋,44.44,25.0,44.44,74.74
227,苔莎不喜欢克洛伊给她男朋友吉姆·安德鲁斯发短信。但是吉姆是克洛伊的同事，所以克洛伊需要和他沟通。,Tessa希望Chloe不要发短信给男朋友Jim Andrews,30.51,14.04,16.95,62.18
228,艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,凯特和玛尔塔下班后会在5点30分 在中央车站的Pub X喝一杯,57.14,38.3,57.14,77.83
229,简、安妮和埃拉去过拉佩尔。简之前吃了芝士蛋糕后过敏了。现在他们要离开急诊室了。,Jane对花生过敏 她给Anne点了蛋糕和芝士蛋糕,30.19,15.69,22.64,64.98
230,莱利会请蒂凡尼吃汉堡。,Tiffany Raieley想在回家的路上给她买个汉堡,16.0,8.7,16.0,64.14
231,阿丽亚娜会去市中心购物，但是阿维亚娜不能去。,阿丽亚娜要去市中心购物,64.52,55.17,64.52,85.37
232,康纳在value village买到了自己的万圣节服装，简打算在那里买她和她姐姐的服装。,Jane要和她妹妹去价值村 买万圣节服装,34.04,22.22,25.53,72.38
233,今天玛丽没有去上学，她就待在家里。,玛丽今天留在家里,60.87,38.1,43.48,77.74
234,埃琳娜穿着红色的夹克，杰弗里没看到她，也没看到汤姆。,汤姆离杰弗里和埃琳娜还有几米远,42.11,27.78,15.79,68.24
235,索菲亚向梅森道歉。并按梅森的要求给他发了一张亲吻照。,索菲亚·梅森想吻她 梅森给她寄了张照片,58.54,20.51,53.66,75.72
236,斯特芬昨天扭伤了脚踝，所以需要搭便车去无边泳池。艾琳的车可能上不了山，所以他们得停在山脚下，然后爬上去。巴德先生应该能爬上山，因为他的车是四轮驱动的。,"Steffen比平时更残废,因为他昨天扭动了他的胸肌。他将停在底部,然后爬上去。Dan肯定Budd先生会成功的。",37.04,20.75,29.63,70.11
237,杰克、弗洛伦斯、玛格和其他人将去斯威士兰进行一次研究之旅。这个国家的名字去年改了，现在叫斯瓦蒂尼。,"迈克,杰克,佛罗伦萨和玛格特 要去埃斯瓦蒂尼进行研究旅行",46.38,20.9,34.78,75.41
238,克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,"克莉丝汀明天不会上学,因为她得了流感 克莉丝汀鼻子堵住了,喉咙痛,感冒 安妮稍后会把袋子放进克莉丝汀的信箱",52.27,25.58,43.18,76.3
239,吉尔给莎拉打了电话，她还给她发了一些旧照片。,鲍勃对吉尔打电话叫莎拉很生气,41.18,18.75,29.41,69.68
240,彼得6号开始他的新工作。他想要一个不收费的临时保姆。艾姬会给他安排的。,Peter在6号8点开始新的工作 他会找个保姆的,54.9,20.41,47.06,74.31
241,艾米在找玛丽安。,艾美去了玛利亚姆家,25.0,0.0,25.0,75.19
242,乔治、罗伯特和保罗打算星期五7点打篮球。,"George,Robert和Paul周五晚上7点要打篮球 Yousuf半小时后会来帮他妹妹开车",31.11,13.95,31.11,63.99
243,罗里想让米奇带比尔和萨米他们凑钱买汽油。米奇29号周日离开，周一上午9点前到。比尔周日上午10点左右到，乔安娜会来接他。米奇之后会去见比尔。,米奇要参加Bill和Sammy参加国际夏令营 米奇周日29号开车1000公里,25.0,9.3,18.18,62.33
244,琼斯和安吉丽娜下午会在城里见面。,琼斯和安吉丽娜今天下午在镇上会合,70.97,48.28,64.52,86.07
245,德里克和阿丽莎取笑弗格森的国歌表演。,Alyssa喜欢Fergie的国歌Illumati。德里克上周看到了。,36.36,25.81,18.18,68.72
246,帕姆没有给劳伦安排轮岗，但经理明天可能会给劳伦安排更多值班。帕姆和劳伦明天会见面讨论劳伦假期的事。,劳伦明天需要帕姆 她早上会打电话通知劳伦,27.69,15.87,27.69,66.64
247,杰米从来没有遇到过鬼，但哈丽埃特和她的朋友在高中遇到过一次。但他们没有看到鬼，她只是被一只猫的叫声吓到了。,哈丽特高中时曾去猎鬼 住在附近一个破烂的建筑里 和她的朋友一起调查,37.5,15.38,22.5,65.44
248,杰克需要凯文的帮助，因为他的应用程序不能运行了。,杰克无法让应用程序运行。 Kev 将电脑打开了 。,45.0,26.32,45.0,76.39
249,丹想向安吉拉道歉，他们稍后会在学校见面。,丹会给安吉拉发短信回来 如果她同意见面 她会解释一切,33.33,15.0,28.57,69.65
250,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,沙尔多纳送了皮珀尔的婚礼邀请函,50.0,38.1,50.0,75.59
251,葆拉和拉尔夫将在一小时后会见新人。,宝拉和拉尔夫一小时后会见到新人,83.87,68.97,83.87,86.03
252,阿尼亚、卡西亚、祖兹亚和简明天想去教堂。阿尼亚和祖兹亚觉得带一个男孩去教堂不合适。,"阿尼亚,卡西亚,扬和祖西亚 明天要去教堂",51.85,34.62,48.15,76.81
253,哈利在外面等着。电影已经开始了，但艾玛还要5分钟才到，这让哈利很生气。,以马2分钟后就要来了 电影已经开始了,41.67,30.43,29.17,67.54
254,在协议中，它既不是海也不是湖，它具有特殊的法律地位。他们也会把海底完全瓜分掉。它的资源丰富，主要是天然气和石油。,"该协定将具有特殊的法律地位,并将海床分开。",34.78,23.88,34.78,74.38
255,乔的工作让他精疲力尽。蒂姆的朋友特里辞职了，因为他实在太累了。,蒂姆的朋友泰瑞辞职了 因为他睡不好,50.0,42.86,50.0,78.14
256,纳塔利正在确认摄政街的新俱乐部是否值得一去。丹妮丝觉得俱乐部很棒，朱迪的朋友也推荐这个地方，所以朱迪这个周末要去那里。纳塔利将在星期六与朱迪、米兰达和海伦一起去。,Denise去过几次了 Natalie想和Judy一起去 Judy周六和Miranda和Helen一起去,18.37,4.17,16.33,57.57
257,杰米、马里奥、吉米和亚历克斯的老师要求把他们班级分成两组，每组做一个报告。老师通过电子邮件将报告主题发给他们。杰米、马里奥、吉米和亚历克斯考虑按性别划分小组。,杰米、马洛和亚历克斯正在讨论 如何在小组里做演讲,25.81,15.38,21.51,70.39
258,约翰在公园里，他正要离开。,约翰在学校 诺拉和约翰的数学老师通电话了,20.0,14.29,20.0,67.39
259,今天书店外有一群人。据说是写吸血鬼故事的科尔·格兰特正在书店签售。,Louis的朋友告诉他新作家的事 Louis不记得作家的名字了,7.69,0.0,7.69,55.25
260,黛比无法决定是买红裙子还是买绿裙子。在凯莉和丹尼丝的建议下，她买了绿色的。凯莉正在考虑给自己买那件红色的。,黛比想买一件红裙子 丹妮丝建议买一件绿色的 凯莉正在考虑自己买一件红裙子,65.06,39.51,60.24,79.17
261,爱米利娅还在生气。,艾蜜莉亚仍然很生气,23.53,13.33,23.53,80.44
262,汤姆会帮米娅买机票，因为她没有信用卡，也不想用彼得的信用卡。汤姆需要航班、公司和你的个人资料。,米娅没有信用卡买机票 汤姆会给她发链接,46.67,31.03,30.0,74.13
263,休牙痛，要去看牙医。安迪和韦德推荐他去prodent。休今天会给prodent打电话。,Hugh牙痛 急需牙医 Andy推荐ProDent在中心,34.15,15.38,34.15,58.74
264,圣诞节前，艾拉的妈妈买彩票中了十万，艾拉和诺亚都很兴奋。,Ella从她妈妈那里收到短信 她在彩票中赢了一百次,26.09,13.64,26.09,64.57
265,环城公路上发生了一起车祸，但无人死亡。,环环购物中心发生了车祸,42.86,23.08,42.86,71.45
266,罗伯和鲍勃正在看比赛。鲍勃周末要跑一些腿。吉姆的生日是下星期三。他可能在这个周末组织一次聚会。鲍勃周末会见到罗伯。,吉姆的生日是下周三 吉姆周末要和家人一起滑雪,38.36,22.54,30.14,70.55
267,朱莉和黛布拉正在讨论活动，大概会有20左右的人参加，大部分是村里40岁以上的女性。,"朱莉,黛博拉和朱尔斯会再见面",24.49,4.26,20.41,64.21
268,迈克骑着摩托车遭遇了车祸，他的腿摔断了。,迈克的摩托车出了车祸 摔断了腿,81.25,46.67,68.75,83.67
269,大卫在照顾伊森的妹妹，伊森很感激，但是大卫不会再这样做了。,大卫的妹妹很淘气 大卫的手机被关了,42.86,20.0,42.86,67.28
270,康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,Conrad忘了他的钥匙 会在咖啡店等,40.0,18.6,35.56,68.98
271,克拉拉和罗恩想知道昨晚卡西亚家的奇怪气味是什么。,昨晚卡西亚家有股奇怪的气味,61.11,41.18,55.56,77.46
272,霍莉不太舒服，所以她今晚不去杰克家了。,霍莉不舒服 因为她得了流感,48.28,22.22,48.28,70.8
273,卢德米拉小时候最喜欢的恐龙是三角龙。,"Ludmila有龙头恐龙,Jacopo稍后会告诉她原因",18.75,6.67,12.5,59.02
274,乔什、肖恩和洛根今晚要去酒吧泡妞。洛根不想让肖恩发表不当言论，把女孩们都吓跑。,肖恩和洛根今晚要去酒吧,47.83,45.45,47.83,76.53
275,有人把手机落在利亚姆家了，但不是印第安纳。,利亚姆把手机忘在他家了,60.0,35.71,40.0,74.34
276,在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,克莱尔想给她的新娘买件礼服,28.57,18.18,28.57,71.16
277,维克多接管了克里斯的公司，这家公司负债累累。他卖了办公室，做了一些调整，但克里斯仍然作为主管在这里工作。大卫的生意进展得很慢，但他预计年底会好转。,Victor接管了Chris的公司 Victor把办公室卖了,27.16,17.72,24.69,63.96
278,帕特丽夏向艾尔和弗洛伦斯推荐了一个公平贸易品牌。,帕特里夏与埃尔和佛罗伦萨分享了公平贸易品牌。,59.09,33.33,59.09,84.94
279,伊森昨晚没来参加聚会，因为他在洛杉矶。艾比盖尔不知道这件事。伊森几天后回来，他会联系艾比盖尔。,"艾比盖尔昨晚没去,伊森现在在洛杉矶,伊森三两天后回来",57.58,40.62,39.39,77.99
280,斯坦今天在帕特和吉尔的店里见到了他的梦中情人。之后他会告诉戴夫他的约会进展如何。,Stan今天会带她去Pat&Gill家,12.5,4.35,12.5,57.28
281,米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,"米罗的父亲1990年代初从阿尔巴尼亚来到美国,他只和父母讲阿尔巴尼亚语,米罗的父亲来自阿尔巴尼亚海岸。",51.22,32.5,41.46,80.58
282,朱莉刚刚看了一部日本恐怖片。她一个人在家，感觉很害怕。葆拉和罗斯要去她家过夜。他们一边喝着可可一边看《当哈利遇到莎莉》。罗斯会带饼干来。,"朱莉看日本恐怖片,她一个人在家 萝丝和朱莉会自发过夜",45.24,29.27,40.48,74.18
283,露西很恐慌，因为现在她女儿都15岁了，她还不确定自己是否做好了当妈妈的准备。,露西的女儿15岁 帕特丽夏的女儿15岁,28.0,12.5,28.0,59.15
284,丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,丹、汤姆和马丁周六晚上8点要出门 丹需要2点回家 周日中午准备开车,28.17,11.59,25.35,65.9
285,凯西买了新指甲油，自己做了指甲。她花了近4个小时，所以她不会帮朋友做指甲，因为耗时太长了。,"艾米莉亚也想做指甲,凯西自己做的 并得到了一个新的指甲油,克莉丝汀也会为他们做的",41.56,18.67,25.97,68.42
286,沙罗尔忘了做社会学作业。她需要研究女权主义法案，明天就要交了。凯特已经完成了，她催促沙罗尔快点做。,凯特提醒Sharol 社会学任务。,18.52,11.54,11.11,68.95
287,杰克因为生病不得不缺课。杰米去年病得很重，但多亏了购物中心旁边城市医疗中心的托尼斯医生，他才好了起来。琳达得知由于许多学生生病，学校旅行被取消了。,"Jamie去年发高烧和咳嗽。海伦有一位伟大的全科医生,Tornez医生,他单独处理每个病例。他在市医疗中心,在商场旁边。",26.79,14.55,14.29,65.37
288,蒂姆现在不需要妈妈做任何重要的事。,蒂姆忘了他妈妈,34.78,19.05,34.78,66.08
289,凯特认为她男朋友的妈妈不喜欢她。他是一个书呆子，一直和妈妈、奶奶生活在一起。,Caroline的母亲不喜欢她 Caroline的初夫是26岁 但他和妈妈和奶奶住在家里,42.62,20.34,39.34,72.67
290,文森特的新台灯星期二应该可以收到了。,文森特赤手空拳打碎文森特的灯,32.26,20.69,32.26,63.03
291,内斯特想在黑色星期五促销时买一台笔记本电脑，但是奥拉夫建议不要这样做，因为实际价格并没有降低。内斯特会确认奥拉夫能不能帮他从认识的人那里用优惠的价格买到。,"内斯特正在考虑购买一部新的笔记本电脑,因为黑色星期五即将到来。 奥拉夫明天要去商场检查他想要的笔记本电脑是否便宜。",44.44,22.58,28.57,74.68
292,南希问了维克和菲尔不同社交媒体的事，这让他们讨论和比较了不同的平台。菲尔不喜欢instagram，但喜欢twitter。维克喜欢facebook胜过twitter，也喜欢instagram。菲尔和维克都不用tumblr。,Nancy想学习如何在网上阅读新闻。 Vic更喜欢Facebook而不是Twitter。 Phil不想使用Instagram。 Nancy想更多地了解Tumblr。,20.2,4.12,14.14,59.19
293,阿曼达和彼得不喜欢穿奇装异服的人的样子，但是丹喜欢。,害怕的家伙是尴尬的。,18.18,0.0,12.12,58.62
294,詹姆斯明天下班后来取车，苏已经给他汇了钱。,James明天会去接Sue的车 付钱,26.67,7.14,26.67,62.73
295,杰西在西布朗克斯赶上了堵车。,杰西在西布朗克斯的交通堵塞中,66.67,56.0,66.67,82.62
