model,test_index,id,parse_error,dialogue,reference_english_summary,reference_chinese_summary,model_summary_zh,informativeness,clarity,plausibility,faithfulness,participant_precision,participant_recall,participant_f1,missing_participants,extra_participants,ref_event_count,model_event_count,event_count_diff,event_coverage,extra_event_rate,omitted_ref_event_count,extra_model_event_count,weak_match_count,speech_act_category_accuracy,intended_meaning_similarity,action_similarity,evidence_similarity,final_outcome_similarity,selected_event_count,invalid_selected_event_count,raw_output_excerpt,speaker_slot_accuracy,speaker_missing_count,speaker_mismatch_count,actor_slot_accuracy,actor_missing_count,actor_mismatch_count,action_slot_accuracy,action_missing_count,action_mismatch_count,object_slot_accuracy,object_missing_count,object_mismatch_count,recipient_slot_accuracy,recipient_missing_count,recipient_mismatch_count,speaker_null_rate,speech_act_null_rate,intended_meaning_null_rate,actor_null_rate,action_null_rate,object_null_rate,recipient_null_rate,evidence_null_rate
aya32b,432,gold_00025,False,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx",Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,哈维尔最初很想在warsaw ink纹身，但价格太高了。他决定去哥伦比亚做纹身。,贾维耶向朱迪询问了说英语的纹身店，朱迪推荐了华沙墨水店。经过进一步了解后，贾维耶决定在哥伦比亚纹身，因为成本更低。,2.4493072032928467,2.7430012226104736,2.925011157989502,2.359424114227295,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,0.0,0.6666666666666666,0.47437098320516907,0.15976470588235292,0.8682028897028897,0.6057571964956195,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.3333333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
aya32b,433,gold_00026,False,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊",Sam appreciates the hotel owned by Jessica and Michael. Sam is going there on the 15th August at around 2pm.,山姆很喜欢杰西卡和迈克尔的酒店。他会在8月15日下午2点左右去那里。,萨姆确认他们将于8月15日下午2点入住迈克尔和杰西卡的酒店。,2.309436321258545,3.9077930450439453,3.8048791885375977,2.3979921340942383,1.0,1.0,1.0,,,2,5.0,3.0,1.0,0.6,0,3.0,0.0,1.0,0.31989690959942674,0.125,0.708252688172043,0.5424021099614527,1.0,0.0,,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.2,0.0
aya32b,442,gold_00027,False,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am",Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,特伦斯向丹尼尔道歉，承认自己错误地指责他拿了自己的钱，但丹尼尔依然感到愤怒。,3.5692451000213623,4.053324222564697,4.202385902404785,4.040304183959961,1.0,1.0,1.0,,,4,6.0,2.0,1.0,0.3333333333333333,0,2.0,0.0,1.0,0.6481699929971989,0.28697115384615385,0.5799825913659736,0.571093627065303,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,3.0,0.3333333333333333,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
aya32b,499,gold_00028,False,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you",Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,纳塔莎将前往维西内特车站接查尔斯，大约在下午5点30分，在他到达并打电话给她之后。,3.0542781352996826,3.474571466445923,3.6871156692504883,2.85766339302063,1.0,1.0,1.0,,,3,4.0,1.0,1.0,0.25,0,1.0,0.0,0.3333333333333333,0.6974821329495328,1.0,0.8980880471220245,0.5882004830917875,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0
aya32b,528,gold_00029,False,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7",Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,安告知梅她将于晚上七点到家，可以见面。,2.1438441276550293,2.823220729827881,2.785618305206299,2.1121602058410645,1.0,1.0,1.0,,,2,4.0,2.0,1.0,0.5,0,2.0,0.0,0.0,0.35138852749852156,0.30661764705882355,1.0,0.4277777777777777,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0
aya32b,532,gold_00030,False,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.",Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,Jen坚持要梨味酸奶，Pete同意如果没有梨味就不买任何酸奶。,2.313866138458252,2.3843958377838135,2.5446481704711914,2.3116273880004883,1.0,1.0,1.0,,,3,5.0,2.0,1.0,0.4,0,2.0,2.0,1.0,0.35755837370463733,0.13333333333333333,0.8197919929725117,0.46746162280701753,2.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0.2,0.0,0.0
aya32b,536,gold_00031,False,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)",Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,克里斯蒂向凯蒂询问派对后的情况，凯蒂回应感到疲惫，并提到派对很开心。克里斯蒂表示同意，也对派对表示满意。最后，两人都认同派对愉快，但同时感到疲劳。,1.9348783493041992,2.6214094161987305,2.5546088218688965,1.9609835147857666,1.0,1.0,1.0,,,3,5.0,2.0,0.6666666666666666,0.6,1,3.0,0.0,0.5,0.42153740699268494,0.0,0.8693636363636363,0.6866228070175439,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.0
aya32b,537,gold_00032,False,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx",Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,萨姆和卡拉约定明天下午两点在米德伍德的一家咖啡馆见面。,2.8780746459960938,4.558271884918213,4.213295936584473,2.8197553157806396,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,0.0,0.6666666666666666,0.3060771508185301,0.1515151515151515,0.9059533523445803,0.7698476343223737,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0
aya32b,544,gold_00033,False,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)",Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,乔安娜将带来《迪西特》和《卡卡颂》与桑迪一起玩。,1.657564401626587,3.8307249546051025,2.9942331314086914,1.775615930557251,1.0,1.0,1.0,,,3,5.0,2.0,1.0,0.4,0,2.0,0.0,1.0,0.24274113147352586,0.11630546955624355,0.9691919191919193,0.6883333333333332,1.0,0.0,,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0
aya32b,548,gold_00034,False,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!","Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,史蒂夫和罗布计划稍后互相分享他们对新梦剧院专辑的意见。,1.3815255165100098,4.767919540405273,4.744083404541016,2.055602550506592,1.0,1.0,1.0,,,3,4.0,1.0,1.0,0.25,0,1.0,0.0,1.0,0.5896703536796416,0.3470588235294118,0.9796563128666836,0.5446682279469165,2.0,0.0,,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0
aya32b,551,gold_00035,False,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.",Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,乔伊（Joy）应彼得（Peter）请求，提供了她美发店的链接。,1.9083694219589233,3.1078121662139893,3.3064160346984863,2.5146753787994385,1.0,1.0,1.0,,,2,3.0,1.0,1.0,0.3333333333333333,0,1.0,0.0,1.0,0.7573137254901962,0.5583333333333333,0.9962765957446809,0.8421052631578947,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
aya32b,590,gold_00036,False,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2","Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,诺亚将决定是否能因潜在的工作承诺而参加11月21日的索斯塔菲尔音乐会，并告知小组。,3.5105068683624268,3.451453447341919,3.7921977043151855,3.236896514892578,1.0,1.0,1.0,,,4,6.0,2.0,0.75,0.5,1,3.0,2.0,0.3333333333333333,0.25212558105667165,0.05072712418300653,0.8354471651280161,0.28646601146601147,1.0,0.0,,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
aya32b,598,gold_00037,False,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D",A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,布拉德利分享了一段关于猫入侵古迪逊球场的视频，并评论道这是埃弗顿球迷本赛季最娱乐的时刻。吉尔和朱莉娅对视频中的猫表示了喜爱和赞美。,3.7468478679656982,4.019715309143066,4.151932716369629,3.2001428604125977,1.0,1.0,1.0,,,3,5.0,2.0,1.0,0.4,0,2.0,0.0,0.3333333333333333,0.3642773210479633,0.10277777777777776,0.8118876941457587,0.2922081921773945,2.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.3333333333333333,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.2,0.6,0.0
aya32b,605,gold_00038,False,"Barbara: I'm home already, you can come over
Sean: May I bring the dog?
Zac: I'm on my way
Barbara: sure you can, Sean
Barbara: do you want to stay overnight?
Sean: great!
Sean: I thought about it
Barbara: nice!","Barbara, Sean and Zac are meeting at Barbara's place tonight. Sean will bring the dog. Sean and Zac will stay overnight.",芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,肖恩和扎克将到芭芭拉家，肖恩会带狗来，并留宿一夜。,2.4899439811706543,4.226299285888672,4.187629699707031,2.9856154918670654,1.0,1.0,1.0,,,4,6.0,2.0,1.0,0.3333333333333333,0,2.0,0.0,1.0,0.49232873323557613,0.4205066170388751,0.9592857142857143,0.6708624708624709,3.0,0.0,,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,2.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0
aya32b,616,gold_00039,False,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P",Jake has got his first TOTW this year. Tom doesn't have a great team. ,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,杰克首次抽到今年TOTW卡，但在尝试一两场比赛后，因不适合队伍而打算出售。汤姆肯定他有足够的硬币购买更合适的球员，并祝贺杰克的好运。汤姆抱怨自己今年抽签运气不佳，没有抽到优秀球员。,3.3721261024475098,3.4991812705993652,3.8314201831817627,3.207660675048828,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,0.0,0.6666666666666666,0.5620514714162627,0.09333333333333332,0.882905982905983,0.29928912856967765,1.0,0.0,,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,2.0,0.3333333333333333,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.0
aya32b,621,gold_00040,False,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,菲尔向德娜表达了对礼物的感谢。随后，他询问太阳镜的所有权，但德娜否认所有权并建议他保留太阳镜。最终，菲尔同意照看这些太阳镜，因为没有人认领。,2.335239887237549,2.8938779830932617,3.0626041889190674,2.434872627258301,1.0,1.0,1.0,,,4,6.0,2.0,1.0,0.3333333333333333,0,2.0,2.0,0.5,0.3247297282874524,0.020588235294117647,0.6964862303191024,0.3759757618962752,1.0,0.0,,1.0,0.0,0.0,0.25,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0
aya32b,635,gold_00041,True,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,Mell和Gloria聊天，讨论了孩子们搬出去后的生活变化。Mell坦白自己有时会忘记想念孩子们，但喜欢现在的平静。Gloria安慰她，并邀请她家里开烧烤派对。Mell欣然接受，并建议在周末举行。Gloria确认日期为下周六。,1.2075058221817017,4.118173599243164,4.430563926696777,2.622905731201172,,,,,,5,,,0.0,,5,,,,,,,,,,"{
  ""participants"": [""Mell"", ""Gloria""],
  ""semantic_grounding"": [
    {
      ""event_id"": 1,
      ""speaker"": ""Mell"",
      ""speech_act"": ""greeting"",
      ""intended_meaning"": ""Initiating a friendly conversation"",
      ""actor"": null,
      ""action"": null,
      ""object"": null,
      ""recipient"": ""Gloria"",
      ""evidence"": [""Hi there! How are you doing?""]
    },
    {
      ""event_id"": 2,
      ""speaker"": ""Gloria"",
      ""speech_act"": ""response"",
      ""intended_meaning"": ""Reciprocating the gre",,,,,,,,,,,,,,,,,,,,,,,
aya32b,649,gold_00042,False,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",卡伦的三星s8过热了，所以他要去店里修理。,卡兰决定将三星S8送去商店维修，以解决黑屏和过热问题。韦德担心数据丢失，但卡兰确认他们已经备份了所有文件。,3.523707389831543,3.8370041847229004,3.9104251861572266,3.2828803062438965,1.0,1.0,1.0,,,3,6.0,3.0,1.0,0.5,0,3.0,1.0,0.3333333333333333,0.4020878938640133,0.07313408686406397,0.7110949625810236,0.37513213981244675,2.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0
aya32b,676,gold_00043,False,"Anna: Mum, I have a awful stomachache.
Joanna: Oh, dear, when did you get it?
Anna: At night, and it won’t stop:-(
Joanna: Is it something you ate?
Anna: Maybe. I'm not sure.
Joanna: What did you have for breakfast?
Anna: The usual, cereal with milk and a banana.
Joanna: Maybe the milk was bad.
Anna: It didn't smell bad.
Joanna: Maybe the banana was bad.
Anna: No, the banana was delicious.
Joanna: Maybe you just need to go to the bathroom.
Anna: No, that's not the problem.
Joanna: Maybe it will go away in a little while.
Anna: I wish it would :-(
Anna: Hopefully. If not, maybe we should go and see a doctor.
Joanna: Yeah, I think so...
Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help. 
Joanna: Please do, I’m in my room...
Anna: Will be in ten minutes:-)",Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,安娜向乔安娜抱怨夜间开始的严重胃痛，经过一番询问和推断后，两人同意如果胃痛持续，将去看医生。安娜还主动提出为乔安娜泡一杯热茶。,3.1241037845611572,3.6986167430877686,3.88985276222229,3.0565128326416016,1.0,1.0,1.0,,,4,8.0,4.0,1.0,0.5,0,4.0,0.0,0.5,0.5642221378588725,0.0889119142351901,0.7718696512587062,0.39980237154150194,3.0,0.0,,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,4.0,0.75,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.125,0.0,0.0
aya32b,678,gold_00044,False,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen",Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,萨姆询问凯特的位置，凯特邀请他下来并分享了一个带有巨大阴茎的蛋糕的观察结果。萨姆对这个蛋糕表现出浓厚的兴趣，渴望一睹其风采。,4.659025192260742,3.8158786296844482,3.9672372341156006,3.977994918823242,1.0,1.0,1.0,,,3,6.0,3.0,0.6666666666666666,0.6666666666666666,1,4.0,1.0,0.0,0.27855736642743223,0.0,0.9578256794751641,0.2821719457013575,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.0
aya32b,690,gold_00045,False,"Mia: God, he keeps talking about the stupid wall
Jennifer: I think he's just senile
Karine: unfortunately it's much more
Karine: this populist strategy to scare people with a minority
Karine: and then present himself as the only savior
Peter: Karine is right, I think he's not as senile and stupid as we would like to believe
Mia: so it's even worse - he's pure evil
Peter: possibly yes
Karine: I really think so, because it's not only about politics anymore
Karine: he is destroying the Earth
Karine: trying to shake the world's order
Jennifer: but he's also quite stupid
Jennifer: and the dangerous thing is his self confidence
Jennifer: he's persistence 
Jennifer: and ignorance
Karine: but we have a chance to change it
Karine: maybe Trump will be over soon?
Mia: we will see
Mia: but we should do anything to win the next elections
Karine: everything!","Mia, Jennifer, Karine and Peter do not like Trump.",米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,小组一致认为特朗普的行为是故意且危险的，他们承诺尽一切可能带来改变，具体目标是赢得下一次选举。,3.1236536502838135,2.9680166244506836,3.5426137447357178,3.0065646171569824,1.0,1.0,1.0,,,4,5.0,1.0,0.5,0.6,2,3.0,1.0,0.5,0.19451856882125232,0.27507309941520464,0.8649014778325124,0.32122065727699534,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.5,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aya32b,711,gold_00046,False,"Pedro: batman or superman??
Alex: honestly..  neither
Pedro: WHAT??
Alex: i honestly like the flash
Pedro: whats so good about the flash :P
Alex: duuude, he can do almost anything
Pedro: not anything
Alex: yea im sure batman can run as fast -_-
Pedro: superhuman speed? thats your pitch?
Alex: that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be
Pedro: yeah i get your point",Alex prefers the Flash to Barman and Superman thanks to his speed.,阿莱克斯更喜欢闪电侠，因为他的速度。,Pedro询问Alex对蝙蝠侠和超人的偏好，但Alex表示更喜欢闪电侠，并解释了闪电侠的能力。Pedro最终承认了Alex的观点。,1.5425199270248413,1.6207969188690186,1.6227492094039917,1.449099063873291,1.0,1.0,1.0,,,3,5.0,2.0,0.6666666666666666,0.6,1,3.0,0.0,1.0,0.5205414500114558,0.0,0.95,0.3925871288954453,3.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.6,0.2,0.0
aya32b,737,gold_00047,False,"Damian: are you downtown?
Ethan: yes
Ethan: why?
Damian: can you buy me a kebab?
Damian: i'm starving
Ethan: why won't you cook something for both of us, huh?
Damian: man, give me a break, i had a rough day
Ethan: ok ok
Ethan: but i really wish you weren't such a parasite
Damian: i'll change, scout's honour",Ethan will buy Damian a kebab. Damian had a bad day.,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,伊森（Ethan）同意为达米安买一个烤肉卷，但表达了希望达米安减少对他的依赖。达米安承诺改变行为。,2.361412525177002,4.938771724700928,4.933316707611084,4.826318740844727,1.0,1.0,1.0,,,3,3.0,0.0,0.6666666666666666,0.3333333333333333,1,1.0,0.0,1.0,0.442898508774751,0.5,0.8126787732041969,0.36908212560386466,1.0,0.0,,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
