id,test_index,dialogue,translated_dialogue,final_summary,reference_english_summary,reference_chinese_summary,pipeline,translation_model,summarization_model,num_model_calls
gold_00027,442,"Terence: What the hell, Danny. You took my money, didn't you? :/
Daniel: What, your money?? Why would I
Terence: Don't play dumb
Daniel: Are you calling me a liar, Terry??
Terence: I'm not stupid, Danny
Daniel: And I'm not a thief?? That's not cool, man :/
Terence: ... Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month
Daniel: Good for you then
Terence: Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am","特伦斯：搞什么鬼，丹尼。你拿了我的钱，对吧？ :/
丹尼尔：什么，我的钱？？我为什么要拿
特伦斯：别装傻
丹尼尔：特里，你是在说我撒谎吗？？
特伦斯：我可不笨，丹尼
丹尼尔：那我不是小偷？？这不公平，伙计 :/
特伦斯：……哦，糟糕，对不起，我找到了。我忘了上个月把它放在别的地方了
丹尼尔：那就好
特伦斯：你生气了吗
丹尼尔：你觉得呢？？当然生气了",特伦斯误以为丹尼尔拿了他的钱，后发现钱自己放错了地方，并向丹尼尔道歉。丹尼尔表示生气。,Terence accused Daniel of taking his money. Terence finds the money later and apologizes to Daniel. Daniel is still upset.,特伦斯指控丹尼尔偷了他的钱。后来他找到了钱，就向丹尼尔道歉。但是丹尼尔还在生气。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00028,499,"Natacha: hi, i can come and pick you up at the RER.
Charles: so  nice. I just landed. I think i'll arrive about 5:30pm. I'll give you a call
Natacha: ok ,call  me when  you'll be at the station Vesinet. 
Charles: thanks . see you","娜塔莎: 你好，我可以去RER站接你。
查尔斯: 太好了。我刚降落。我想大约下午5点30分到。我会给你打电话。
娜塔莎: 好的，当你到达韦西内站时给我打电话。
查尔斯: 谢谢。回头见。",娜塔莎将接查尔斯于RER韦西内站，查尔斯预计下午5点30分到达并会打电话告知。,Charles has just landed and he will be at RER about 5.30 PM. Natacha will pick him up from there.,查尔斯刚刚落地，他会在下午五点半到达rer，娜塔夏会在那里接他。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00029,528,"Meg: still at school?
Ann: i have extra math classes
Meg: so when can i meet you?
Ann: i will be home at 7","梅格: 还在学校吗？
安: 我有额外的数学课。
梅格: 那么我什么时候可以见到你？
安: 我晚上七点到家。",安有额外的数学课，晚上七点到家，梅格想见他。,Ann is still at school. She will be home at 7 so she can meet Meg then.,安还在学校，她7点会回家，这样她就可以和麦格见面了。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00030,532,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.","皮特：你刚才说想要什么口味的酸奶来着？我今天脑子像漏勺一样。
珍：梨子的，但前提是他们有的话。否则就算了。
皮特：我看看周围有没有。如果他们没有梨子，我可以换别的口味吗？
珍：我不喜欢其他任何口味。如果他们没有梨子，那就什么都别买了。
皮特：好的。",珍想买梨子口味的酸奶，如果没有则不买任何酸奶。,Pete will get a pear yogurt for Jen if they have it.,如果商店里有梨味酸奶， 皮特会给珍买的。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00031,536,"Christie: how are you after the party?
Katie: really tired... and you?
Christie: same
Christie: the party was great!
Katie: Yeah, we had fun! :)","克里斯蒂: 派对之后感觉怎么样？
凯蒂: 累死了… 你呢？
克里斯蒂: 我也是
克里斯蒂: 派对太棒了！
凯蒂: 是啊，我们玩得很开心！:)",派对结束后，克里斯蒂和凯蒂都感到很累，但认为派对非常棒，玩得很开心。,Christie and Katie are tired after the party. They both had fun.,克里斯蒂和凯蒂在聚会后累了。他们都玩得很开心。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00032,537,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx","萨姆：你明天工作吗？
卡拉：不，我那天休息。
萨姆：我下午有空，你想见一面吗？
卡拉：好啊，当然。
萨姆：好的，太好了！我们去米恩伍德怎么样？
卡拉：好，那里有一家咖啡馆，做的蛋糕很好吃。两点见怎么样？
萨姆：好的 - 期待见到你！
卡拉：明天见！xx",萨姆和卡拉约定明天下午两点在米恩伍德的咖啡馆见面。,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,卡拉明天有一天假。她将在下午两点在meanwood的一个咖啡馆和山姆见面。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00033,544,"Joana: wana play some games?
Sandy: what games?
Joana: maybe dixit?
Joana: or carcassonne?
Sandy: why not?
Joana: ok, I'll bring them 2 u
Sandy: great :)","乔安娜：想玩点游戏吗？
桑迪：玩什么游戏？
乔安娜：也许是妙语说书？
乔安娜：或者卡卡颂？
桑迪：为什么不呢？
乔安娜：好的，我把它们带给你
桑迪：太好了 :)",乔安娜提议和桑迪玩妙语说书或卡卡颂，桑迪同意了，并表示很高兴。,Joana will bring Sandy some games like dixit and carcassonne.,琼娜将为桑迪带来一些像迪克西特和卡尔卡松这样的游戏。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00034,548,"Steve: Bought the new Dream Theater album 5 minutes ago. I hope it's good.
Rob: I have it here on my desk, ready for the first listening.
Steve: Ok, I'll tell you later what I think about it.
Rob: Same here. See you later!","史蒂夫：五分钟前买了新梦剧场专辑。希望它不错。
罗伯：我这里有，放在桌子上，准备第一次听了。
史蒂夫：好的，我稍后告诉你我对它的看法。
罗伯：我也是。回头见！",史蒂夫和罗伯都买了新梦剧场专辑，并计划分享听后感受。,"Steve and Rob will talk about new Dream Theater album, after they finish listening.",史蒂夫和罗伯将在听完后谈论新的梦剧场专辑。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00035,551,"Peter: Can you send me the link of your beauty shop?
Joy: Definitely
Joy: It is https:// *********
Joy: Hope you will like it and feel free to ask any questions.
Peter: Okay. Let me look at it.","彼得: 你能把你的美容店的链接发给我吗？
乔伊: 当然可以
乔伊: 是的，https:// *********
乔伊: 希望你喜欢，如有任何问题请随时提问。
彼得: 好的。我看看。",乔伊向彼得发送了美容店的链接，并表示如有问题随时提问。,Joy sent Peter the link to her beauty shop.,乔伊把她美容店的链接发给了彼得。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00036,590,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2","伊桑：谁去看索尔斯塔菲尔乐队？
诺亚：索尔斯塔菲尔乐队！什么时候？
诺亚：我不知道他们要演出。
阿奇：我不去 :D。
里奥：我肯定会去！
伊桑：11月21日。
诺亚：那是星期三… 呃…
诺亚：我得看看，可能要晚点下班…
里奥：不要啊，你必须来
伊桑：是的，你必须来！
阿奇：还有更好的演唱会 :P。
诺亚：我知道，我真的很想去看他们，但是是的。
里奥：阿奇… :P
伊桑：别理他 :P
诺亚：我会看看再告诉你们，错过他们肯定会很糟糕。
里奥：是的！
伊桑：是的！x2",伊桑、里奥想看索尔斯塔菲尔乐队11月21日的演出，诺亚不确定能否参加，阿奇则表示不感兴趣。,"Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00037,598,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D","布拉德利：哈哈，看，一只猫闯入了古迪逊公园球场 <file_other>
吉尔：哈哈哈
茱莉亚：真是一团可爱的黑色毛球
吉尔：这是视频：D <file_other>
茱莉亚：哈哈
布拉德利：还有解说：D
布拉德利：这是埃弗顿球迷本赛季最好的娱乐节目：D",一只猫闯入古迪逊公园球场，引得众人称赞这是一团可爱的黑色毛球，并被球迷戏称为本赛季最好的娱乐节目。,A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00038,605,"Barbara: I'm home already, you can come over
Sean: May I bring the dog?
Zac: I'm on my way
Barbara: sure you can, Sean
Barbara: do you want to stay overnight?
Sean: great!
Sean: I thought about it
Barbara: nice!","芭芭拉：我已经到家了，你可以过来了
肖恩：我可以带狗过来吗？
扎克：我已经在路上了
芭芭拉：当然可以，肖恩
芭芭拉：你想住一晚吗？
肖恩：太好了！
肖恩：我一直在考虑
芭芭拉：真棒！",肖恩将带狗去芭芭拉家过夜，扎克也正在赶来。,"Barbara, Sean and Zac are meeting at Barbara's place tonight. Sean will bring the dog. Sean and Zac will stay overnight.",芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00039,616,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P","杰克: 哥们，我刚抽到了一周最佳球员！
杰克: 这是我今年第一次！
汤姆: 恭喜！
汤姆: 打算卖了吗？
杰克: 是的
杰克: 我会试着在一两场比赛中使用他
杰克: 他不太适合我的阵容
汤姆: 你会有足够的金币来买一个适合的球员
杰克: 这就是计划
杰克: 我这次运气不错
汤姆: 我今年的抽卡运气太差了
汤姆: 连一个厉害的球员都没有
杰克: 你游戏玩得很好
杰克: 你不需要帮助 :P
汤姆: 我喜欢闪亮的东西 :P",杰克抽到一周最佳球员，计划卖掉后购买更适合阵容的球员。汤姆则抱怨自己抽卡运气不好。,Jake has got his first TOTW this year. Tom doesn't have a great team. ,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00040,621,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","菲尔: 晚上好，迪娜！非常感谢你寄来的漂亮卡片。康斯坦丁非常高兴！
菲尔: 这副太阳镜也是你送的吗？
迪娜: 我以为它们是你的凯瑟琳的！
菲尔: 不是。她说它们不是她的。
迪娜: 我也不是。你看，也许你想留着它们？
迪娜: 我好像有很多太阳镜……
迪娜: 8‑D
菲尔: 你在哪里找到它们的，会不会是属于艾德里安的？
迪娜: 在收音机上方的这个空地方。在最里面。
迪娜: 如果艾德里安想要，没问题！
迪娜: :)
菲尔: :))
迪娜: 没错！
菲尔: 好吧，它们不属于我们任何一个人，也没有人开过你的车。但我们可以保管这副太阳镜。
迪娜: 很高兴听到这个！",菲尔和迪娜讨论了一副太阳镜的归属，最终确定太阳镜不属于他们任何人，但可以暂时保管。,"Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00041,635,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","梅尔：你好！你怎么样？
格洛丽亚：你好，梅尔！我们很好，只是每天的例行公事；) 你们呢？
梅尔：也没什么特别的事情发生。和孩子们打了个奇怪的电话。或者说塔德的妹妹：(( 除此之外没什么。
格洛丽亚：是的……孩子们离开家后，生活变得很平静。我们需要适应一下。但对你来说一定很艰难。尤其是对你而言。
梅尔：我不知道。有时候我甚至忘记我应该想念他们了。在某种程度上，我现在很喜欢这种平静。
格洛丽亚：难怪。在你孩子们上大学之前，你经历了一段艰难的时光。我想说你现在需要恢复一下。
梅尔：我想你是对的。但我应该感到内疚吗？
格洛丽亚：别傻了！你是个很棒的妈妈。
梅尔：谢谢你，格洛丽亚。
格洛丽亚：无论如何，很高兴再次听到你的声音。我们真的应该再聚一聚。
梅尔：是的！太好了！
格洛丽亚：天气真是太棒了，非常适合烧烤。你觉得怎么样？
梅尔：我完全赞同。在我家怎么样？我很乐意。
格洛丽亚：再好不过了。我很喜欢你的花园。
梅尔：我们正在考虑扩建露台。我一定要给你看看我的图纸，只是几个想法。听到你的意见会很好。
格洛丽亚：我很乐意。但你知道我对花园设计一窍不通，或者说你怎么称呼它。
梅尔：我们会看看它们。现在说说烧烤。周末怎么样？
格洛丽亚：让我查一下日历。这是我们的家庭计划表。真是个可怕的名字，不是吗？这个周末对我们来说很好。在下一个，星期六，马克在上面写了一些东西，但我看不清楚。所以这个星期六怎么样？
梅尔：完美。至少我们知道天气会保持。我来做食物，你来准备饮料怎么样？
格洛丽亚：我也会给我们准备一些甜点。
梅尔：非常好。和你在一起总是这么轻松。
格洛丽亚：谢谢！你在想塔德的妹妹吗？
梅尔：恐怕是的。我很高兴她搬到苏格兰去了，我不用再忍受她试图管理我的家庭。塔德也感到如释重负。
格洛丽亚：好脱身！我真的无法对她产生好感。
梅尔：没人能！无论如何，她走了，我们将要举办一个很棒的烧烤。没有她。
格洛丽亚：是的，我们是。哦，我很高兴你打电话来了！
梅尔：期待星期六的烧烤！
格洛丽亚：再见！",梅尔和格洛丽亚计划在梅尔家举办烧烤，并讨论了梅尔对塔德妹妹搬走的轻松感。他们都很期待这次聚会。,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00042,649,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","卡兰：我的三星 S8 出了点问题。
韦德：具体是什么问题？
卡兰：我看到的只有黑屏。
韦德：你掉过它吗？
卡兰：我想我知道了，以前发生过这种情况。
韦德：以前发生过？以前发生了什么？
卡兰：它会过热，然后需要一段时间才能重新启动。
韦德：这太糟糕了……小心电池，它可能很危险。
卡兰：确实如此，但我打算去商店让他们看看。它还在保修期内。
韦德：你会丢失所有东西吗？
卡兰：不会，我总是备份我的文件。",卡兰的三星S8黑屏，怀疑是过热重启问题。手机还在保修期内，他会去商店维修，且已备份文件。,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",卡伦的三星s8过热了，所以他要去店里修理。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00043,676,"Anna: Mum, I have a awful stomachache.
Joanna: Oh, dear, when did you get it?
Anna: At night, and it won’t stop:-(
Joanna: Is it something you ate?
Anna: Maybe. I'm not sure.
Joanna: What did you have for breakfast?
Anna: The usual, cereal with milk and a banana.
Joanna: Maybe the milk was bad.
Anna: It didn't smell bad.
Joanna: Maybe the banana was bad.
Anna: No, the banana was delicious.
Joanna: Maybe you just need to go to the bathroom.
Anna: No, that's not the problem.
Joanna: Maybe it will go away in a little while.
Anna: I wish it would :-(
Anna: Hopefully. If not, maybe we should go and see a doctor.
Joanna: Yeah, I think so...
Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help. 
Joanna: Please do, I’m in my room...
Anna: Will be in ten minutes:-)","安娜: 妈妈，我肚子疼得厉害。
乔安娜: 哎呀，亲爱的，你是什么时候开始疼的？
安娜: 昨晚就开始了，一直没停下来:-(
乔安娜: 是吃了什么东西引起的吗？
安娜: 也许吧。我不确定。
乔安娜: 你早餐吃了什么？
安娜: 像往常一样，牛奶麦片和一根香蕉。
乔安娜: 也许牛奶坏了。
安娜: 闻起来没坏的味道。
乔安娜: 也许香蕉坏了。
安娜: 不，香蕉很好吃。
乔安娜: 也许你只是想去洗手间。
安娜: 不是，这不是问题。
乔安娜: 也许过一会儿就好了。
安娜: 我希望如此:-(
安娜: 希望吧。如果不行的话，也许我们应该去看医生。
乔安娜: 嗯，我想也是…
安娜: 我给你泡一杯热茶，加一些新鲜的薄荷叶。希望有帮助。
乔安娜: 拜托了，我在我的房间里…
安娜: 十分钟后就去:-)",安娜肚子疼了一晚，可能与食物有关。乔安娜建议观察，如果情况未改善则去看医生，并让安娜泡薄荷茶。,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00044,678,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen","山姆：你在哪里？
凯特：楼下
山姆：已经了吗？
凯特：当然，下来吧
杰夫：我们在前台旁边的那个小房间里
凯特：你注意到那个做蛋糕的女人了吗？
山姆：是的
凯特：你看到那个蛋糕了吗？
山姆：我没注意，为什么？
凯特：上面有一个巨大的阴茎
凯特：用杏仁糖或者其他东西做的
山姆：哈哈哈，真的吗？
凯特：当我注意到它的时候，我就开始笑了
凯特：所以她也笑了
山姆：不错
凯特：我问她她在做什么
凯特：有人订了一个上面有巨大阴茎、睾丸和巧克力头发的蛋糕
山姆：哈哈哈，我一定要看看！
凯特：她正在楼梯下的小房间里工作
山姆：对，那里有个厨房",凯特告诉山姆和杰夫，有个女人正在做个有巨大阴茎装饰的蛋糕，蛋糕上有睾丸和巧克力头发。山姆想去看看。,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00045,690,"Mia: God, he keeps talking about the stupid wall
Jennifer: I think he's just senile
Karine: unfortunately it's much more
Karine: this populist strategy to scare people with a minority
Karine: and then present himself as the only savior
Peter: Karine is right, I think he's not as senile and stupid as we would like to believe
Mia: so it's even worse - he's pure evil
Peter: possibly yes
Karine: I really think so, because it's not only about politics anymore
Karine: he is destroying the Earth
Karine: trying to shake the world's order
Jennifer: but he's also quite stupid
Jennifer: and the dangerous thing is his self confidence
Jennifer: he's persistence 
Jennifer: and ignorance
Karine: but we have a chance to change it
Karine: maybe Trump will be over soon?
Mia: we will see
Mia: but we should do anything to win the next elections
Karine: everything!","米娅: 天啊，他一直说着那堵愚蠢的墙
珍妮弗: 我想他只是老年痴呆
卡琳: 不幸的是，情况远不止于此
卡琳: 这是民粹主义策略，用少数群体来吓唬人
卡琳: 然后把自己塑造成唯一的救世主
彼得: 卡琳说得对，我认为他不像我们希望的那样老年痴呆和愚蠢
米娅: 所以情况更糟——他纯粹是邪恶的
彼得: 可能吧
卡琳: 我真的这么认为，因为这不仅仅是政治问题了
卡琳: 他正在摧毁地球
卡琳: 试图动摇世界秩序
珍妮弗: 但他也很蠢
珍妮弗: 而且危险的是他的自信
珍妮弗: 他的坚持
珍妮弗: 和无知
卡琳: 但我们有机会改变它
卡琳: 或许特朗普很快就会结束？
米娅: 让我们拭目以待
米娅: 但我们应该做任何事情来赢得下一次选举
卡琳: 一切！",卡琳认为某人利用民粹主义策略操纵人心，并可能对世界造成破坏。众人认为此人并非仅仅是老年痴呆，而是危险且邪恶的，并希望在下次选举中改变现状。,"Mia, Jennifer, Karine and Peter do not like Trump.",米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00046,711,"Pedro: batman or superman??
Alex: honestly..  neither
Pedro: WHAT??
Alex: i honestly like the flash
Pedro: whats so good about the flash :P
Alex: duuude, he can do almost anything
Pedro: not anything
Alex: yea im sure batman can run as fast -_-
Pedro: superhuman speed? thats your pitch?
Alex: that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be
Pedro: yeah i get your point","佩德罗: 蝙蝠侠还是超人？？
亚历克斯: 老实说… 都不喜欢
佩德罗: 什么？？
亚历克斯: 我真心喜欢闪电侠
佩德罗: 闪电侠有什么好的 :P
亚历克斯: 哥们，他几乎可以做任何事
佩德罗: 不是任何事
亚历克斯: 没错，我确定蝙蝠侠也能跑那么快 -_-
佩德罗: 超人速度？这就是你的理由？
亚历克斯: 这种速度为他打开了整个多元宇宙… 你真的不明白他有多强大
佩德罗: 好的，我明白你的意思",亚历克斯更喜欢闪电侠，认为他速度极快且拥有强大的能力，能打开多元宇宙。佩德罗表示理解。,Alex prefers the Flash to Barman and Superman thanks to his speed.,阿莱克斯更喜欢闪电侠，因为他的速度。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00047,737,"Damian: are you downtown?
Ethan: yes
Ethan: why?
Damian: can you buy me a kebab?
Damian: i'm starving
Ethan: why won't you cook something for both of us, huh?
Damian: man, give me a break, i had a rough day
Ethan: ok ok
Ethan: but i really wish you weren't such a parasite
Damian: i'll change, scout's honour","达米安：你现在在市中心吗？
伊森：是的
伊森：为什么？
达米安：你能给我买个烤肉串吗？
达米安：我饿死了
伊森：你为什么不给我们俩做点吃的呢？哼？
达米安：哥们，别为难我了，我今天过得很糟糕
伊森：好吧好吧
伊森：但我真的希望你不要这么寄生
达米安：我会改的，我发誓",达米安向伊森求烤肉串，并解释自己今天过得很糟糕，伊森虽然答应但希望他不要依赖他人。,Ethan will buy Damian a kebab. Damian had a bad day.,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00048,767,"Barry: I'm gonna go march in Women's strike, anyone interested?
Jake: I am, already made plans with some friends, wanna join?
Dave: I am down too, Kelly is coming with me
Barry: Let's just meet around the campus at noon","巴里：我要去参加妇女罢工游行，有人感兴趣吗？
杰克：我感兴趣，我已经和一些朋友做了计划，想一起去吗？
戴夫：我也要去，凯莉和我一起去
巴里：我们中午在校园附近集合吧",巴里、杰克和戴夫计划一起参加妇女罢工游行，中午在校园附近集合。,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.",巴里、戴夫、凯利和杰克将于12点在校园附近集合，参加妇女罢工。,translate_then_summarize,gemma3:27b,gemma3:27b,2
gold_00049,799,"Martha: Hey, can I ask you a question?
Ophelia: Do we know each other?
Martha: We don't, but do you mind if I ask you about the lenses from your profile picture? they are awesome and I would like to buy the similar ones
Ophelia: it's from Crazy Lenses. They have quite reasonable prices and very fast shipping.
Martha: Thanks!!! I'll check them :)
Ophelia: No problem :)","玛莎: 嘿，我可以问你一个问题吗？
奥菲莉亚: 我们认识吗？
玛莎: 我们不认识，但是你介意告诉我你个人资料照片里的美瞳吗？它们太棒了，我想买类似的。
奥菲莉亚: 是从疯狂美瞳买的。他们的价格很合理，而且发货速度很快。
玛莎: 谢谢！！！我会去看看的 :)
奥菲莉亚: 没问题 :)",玛莎询问奥菲莉亚美瞳品牌，奥菲莉亚告知为“疯狂美瞳”，并称其价格合理且发货快。,Martha likes Ophelia's lenses and wants to buy similar ones. Ophelia got them from Crazy Lenses.,玛莎喜欢奥菲莉娅的眼镜，想买类似的，奥菲莉娅是从crazy lens上买的。,translate_then_summarize,gemma3:27b,gemma3:27b,2
