id,test_index,dialogue,english_summary,final_summary,reference_english_summary,reference_chinese_summary,pipeline,summarization_model,translation_model,num_model_calls
gold_00036,590,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2","Ethan, Leo, and Noah are discussing the Solstafir concert on November 21st, with Leo and Ethan encouraging Noah to attend despite a potential work conflict, while Archie expressed a lack of interest. Noah will check his work schedule and let them know if he can go.",伊森、里奥和诺亚正在讨论索尔斯塔菲尔乐队11月21日的演唱会，里奥和伊森鼓励诺亚参加，尽管可能与他的工作时间冲突，而阿奇则表示不感兴趣。诺亚会查看他的工作安排，并告知他们是否能去。,"Ethan and Leo are going to see Sólstafir on 21.11. Noah would like to go too, but he might have to stay late at work.",伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00037,598,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D","A cat ran onto the pitch at Goodison Park during a game, amusing fans including Bradley, Jill, and Julia. Bradley joked it was the best entertainment Everton fans have had all season, and they shared a video and commentary of the event.",在一场比赛中，一只猫跑进了古迪逊公园球场，引得包括布拉德利、吉尔和茱莉亚在内的球迷们感到有趣。布拉德利开玩笑说，这是埃弗顿球迷本赛季见过的最好的娱乐节目，他们分享了一段关于该事件的视频和评论。,A sweet little black cat got into the pitch during the Everton's football match.,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00038,605,"Barbara: I'm home already, you can come over
Sean: May I bring the dog?
Zac: I'm on my way
Barbara: sure you can, Sean
Barbara: do you want to stay overnight?
Sean: great!
Sean: I thought about it
Barbara: nice!",Sean is coming over to Barbara's place with his dog and plans to stay overnight. Zac is also on his way.,肖恩将带着他的狗去芭芭拉家，并且计划过夜。扎克也在路上。,"Barbara, Sean and Zac are meeting at Barbara's place tonight. Sean will bring the dog. Sean and Zac will stay overnight.",芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00039,616,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P","Jake received a Team of the Week player card and plans to sell it because it doesn’t fit his team, while Tom has had no luck with player pulls this year despite being skilled at the game.",杰克获得了一张本周最佳球员卡，并计划出售因为它不适合他的球队，而汤姆今年尽管游戏技术精湛，但一直没有抽到好球员。,Jake has got his first TOTW this year. Tom doesn't have a great team. ,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00040,621,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","Phil and Deana are trying to figure out who the sunglasses found in Deana’s car belong to, but neither of them recognize them and Adrian doesn’t want them, so they’ve decided to keep them.",菲尔和迪安娜正在试图弄清楚在迪安娜的车里发现的太阳镜属于谁，但他们俩都不认识这副太阳镜，艾德里安也不想要，所以他们决定留下这副太阳镜。,"Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses.",菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00041,635,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","Mell and Gloria agreed to have a BBQ at Mell’s place this Saturday, and they both expressed relief that Tad’s sister moved to Scotland. Mell admitted to feeling relieved about her departure and enjoying the peace and quiet since her children left home.",梅尔和格洛丽亚同意本周六在梅尔家举行烧烤，她们都表示对塔德的姐姐搬到苏格兰感到欣慰。梅尔承认她对对方的离开感到轻松，并且自从孩子们离开家后，她一直享受着平静和安宁。,"Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design.",格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00042,649,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","Callan’s Samsung S8 has a black screen and is overheating, a problem that has occurred before, but he is going to the store for repair under warranty since he regularly backs up his files. Wade warned him about the dangers of the battery.",卡兰的三星S8屏幕变黑并过热，之前也出现过类似问题，但他将前往商店进行保修维修，因为他会定期备份文件。韦德警告他电池存在危险。,"Callan's Samsung S8 overheats, so he's going to the store to get it repaired.",卡伦的三星s8过热了，所以他要去店里修理。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00043,676,"Anna: Mum, I have a awful stomachache.
Joanna: Oh, dear, when did you get it?
Anna: At night, and it won’t stop:-(
Joanna: Is it something you ate?
Anna: Maybe. I'm not sure.
Joanna: What did you have for breakfast?
Anna: The usual, cereal with milk and a banana.
Joanna: Maybe the milk was bad.
Anna: It didn't smell bad.
Joanna: Maybe the banana was bad.
Anna: No, the banana was delicious.
Joanna: Maybe you just need to go to the bathroom.
Anna: No, that's not the problem.
Joanna: Maybe it will go away in a little while.
Anna: I wish it would :-(
Anna: Hopefully. If not, maybe we should go and see a doctor.
Joanna: Yeah, I think so...
Anna: I’ll get you a hot tea with some fresh mint leaves. Hope it will help. 
Joanna: Please do, I’m in my room...
Anna: Will be in ten minutes:-)","Anna has a stomachache and isn't sure what caused it, but her mum suggests it might be something she ate. They agree to see a doctor if it doesn't improve, and Anna is making her mum some mint tea.",安娜感到胃痛，她不确定是什么原因引起的，但她的妈妈建议可能是她吃的东西。如果情况没有好转，她们同意去看医生，安娜正在为她的妈妈泡薄荷茶。,Anna got an awful stomachache at night but she doesn't know its cause. Her mom Joanna will make her hot tea with some fresh mint leaves.,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00044,678,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen",Kate and Sam are downstairs near reception and discovered a cake with a large penis made of marzipan being decorated by a woman; Sam wants to see it as well. The cake was specifically ordered with those details by someone.,凯特和萨姆在接待区楼下发现一个蛋糕正在被一位女士装饰，蛋糕上有一个用杏仁糖制作的大型男性生殖器；萨姆也想看看。这个蛋糕是有人专门定制了这些细节的。,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00045,690,"Mia: God, he keeps talking about the stupid wall
Jennifer: I think he's just senile
Karine: unfortunately it's much more
Karine: this populist strategy to scare people with a minority
Karine: and then present himself as the only savior
Peter: Karine is right, I think he's not as senile and stupid as we would like to believe
Mia: so it's even worse - he's pure evil
Peter: possibly yes
Karine: I really think so, because it's not only about politics anymore
Karine: he is destroying the Earth
Karine: trying to shake the world's order
Jennifer: but he's also quite stupid
Jennifer: and the dangerous thing is his self confidence
Jennifer: he's persistence 
Jennifer: and ignorance
Karine: but we have a chance to change it
Karine: maybe Trump will be over soon?
Mia: we will see
Mia: but we should do anything to win the next elections
Karine: everything!","The group discusses a politician—likely Trump—and agrees he's not simply senile, but intentionally using fear to gain power and is potentially evil. They express concern about his destructive actions towards the Earth and global order, while acknowledging his dangerous combination of confidence, persistence, and ignorance, and emphasize the importance of winning the next election.",该群体讨论了一位政客——很可能是 特朗普 —并一致认为他并非仅仅是老年痴呆，而是故意利用恐惧来获取权力，并且可能邪恶。他们对他的破坏性行为，尤其对地球和全球秩序的破坏表示担忧，同时承认他自信、坚持和无知的危险结合，并强调赢得下一次选举的重要性。,"Mia, Jennifer, Karine and Peter do not like Trump.",米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00046,711,"Pedro: batman or superman??
Alex: honestly..  neither
Pedro: WHAT??
Alex: i honestly like the flash
Pedro: whats so good about the flash :P
Alex: duuude, he can do almost anything
Pedro: not anything
Alex: yea im sure batman can run as fast -_-
Pedro: superhuman speed? thats your pitch?
Alex: that speed opens up the whole multiverse for him.. you seriously dont get how powerful he can be
Pedro: yeah i get your point","Alex prefers The Flash over Batman and Superman, citing his superhuman speed and ability to traverse the multiverse as reasons for his power. Pedro initially questioned Alex’s preference but ultimately acknowledged his point.",艾力克斯更喜欢闪电侠，而不是蝙蝠侠和超人，他认为闪电侠拥有超人的速度以及穿梭多元宇宙的能力，这使他更强大。佩德罗最初质疑艾力克斯的偏好，但最终承认了他的观点。,Alex prefers the Flash to Barman and Superman thanks to his speed.,阿莱克斯更喜欢闪电侠，因为他的速度。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00047,737,"Damian: are you downtown?
Ethan: yes
Ethan: why?
Damian: can you buy me a kebab?
Damian: i'm starving
Ethan: why won't you cook something for both of us, huh?
Damian: man, give me a break, i had a rough day
Ethan: ok ok
Ethan: but i really wish you weren't such a parasite
Damian: i'll change, scout's honour","Damian asked Ethan, who is downtown, to buy him a kebab because he is starving and had a rough day. Ethan reluctantly agreed but expressed his frustration with Damian’s reliance on him, to which Damian promised to change.",达米安请求身处市中心的伊森帮他买烤肉串，因为他非常饥饿并且今天过得很糟糕。伊森勉强同意，但表达了他对达米安依赖他的不满，对此达米安承诺会改变。,Ethan will buy Damian a kebab. Damian had a bad day.,伊森会请达米安吃烤肉串，达米安今天过得很糟糕。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00048,767,"Barry: I'm gonna go march in Women's strike, anyone interested?
Jake: I am, already made plans with some friends, wanna join?
Dave: I am down too, Kelly is coming with me
Barry: Let's just meet around the campus at noon","Barry, Jake, and Dave are planning to attend the Women's strike and will meet around campus at noon. Kelly will be joining Dave.",巴里、杰克和戴夫计划参加妇女罢工活动，并将于中午在校园附近集合。凯莉将与戴夫一同前往。,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.",巴里、戴夫、凯利和杰克将于12点在校园附近集合，参加妇女罢工。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00049,799,"Martha: Hey, can I ask you a question?
Ophelia: Do we know each other?
Martha: We don't, but do you mind if I ask you about the lenses from your profile picture? they are awesome and I would like to buy the similar ones
Ophelia: it's from Crazy Lenses. They have quite reasonable prices and very fast shipping.
Martha: Thanks!!! I'll check them :)
Ophelia: No problem :)","Martha asked Ophelia about the lenses she was wearing in her profile picture, and Ophelia recommended “Crazy Lenses” for their reasonable prices and fast shipping. Martha thanked Ophelia and said she would check them out.",玛莎询问奥菲莉亚个人资料照片中佩戴的隐形眼镜，奥菲莉亚推荐了“疯狂眼镜”品牌，因为它价格合理且发货速度快。玛莎感谢奥菲莉亚并表示她会去了解一下。,Martha likes Ophelia's lenses and wants to buy similar ones. Ophelia got them from Crazy Lenses.,玛莎喜欢奥菲莉娅的眼镜，想买类似的，奥菲莉娅是从crazy lens上买的。,summarize_then_translate,gemma3:27b,gemma3:27b,2
gold_00050,800,"Linda: Hi Dad, I want to buy flowers for mum! But I don't remember which one she likes :(
Michael: Well, she likes all the flowers I believe
Linda: That doesn't help! I'm on a flower market right now!
Michael: Send me some pics then
Linda: <file_photo> 
Michael: Tulips are nice, roses too
Linda:  What about carnations?
Michael: No, carnations are boring :D
Linda: Thanks Dad, srsly…
Michael:  What about freesias? She likes them a lot, are there any there?
Linda: <file_photo> 
Michael: Take those!","Linda wants to buy flowers for her mum and asks her dad, Michael, for advice. Michael suggests tulips, roses, and especially freesias, after Linda sends him photos of the available options.",琳达想为她的妈妈买花，并向她的爸爸迈克尔寻求建议。在琳达发送了可选花卉的照片后，迈克尔建议郁金香、玫瑰，尤其是香雪球。,Linda wants to buy flowers for her mother and asks Michael which flowers does she like. Michael suggests Linda to buy freesias.,琳达想给她妈妈买花，问迈克尔她喜欢哪种花。迈克尔建议琳达买小苍兰。,summarize_then_translate,gemma3:27b,gemma3:27b,2
